"TIME","GEO","CURRENCY","NACE_R2","Value","Flag and Footnotes"
"2013","ES5","Million euro","Agriculture, forestry and fishing","657.8",""
"2013","ES51","Million euro","Agriculture, forestry and fishing","277.2",""
"2013","ES52","Million euro","Agriculture, forestry and fishing","350.9",""
"2013","ES53","Million euro","Agriculture, forestry and fishing","29.8",""
"2013","ES6","Million euro","Agriculture, forestry and fishing","1,863",""
"2013","ES61","Million euro","Agriculture, forestry and fishing","1,427.1",""
"2013","ES62","Million euro","Agriculture, forestry and fishing","433.2",""
"2013","ES63","Million euro","Agriculture, forestry and fishing","2.2",""
"2013","ES64","Million euro","Agriculture, forestry and fishing","0.7",""
"2013","ES7","Million euro","Agriculture, forestry and fishing","154.7",""
"2013","ES70","Million euro","Agriculture, forestry and fishing","154.7",""
"2013","ESZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","ESZZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","FR","Million euro","Agriculture, forestry and fishing",":",""
"2013","FR1","Million euro","Agriculture, forestry and fishing",":",""
"2013","FR10","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRB","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRB0","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRC","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRC1","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRC2","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRD","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRD1","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRD2","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRE","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRE1","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRE2","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRF","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRF1","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRF2","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRF3","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRG","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRG0","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRH","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRH0","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRI","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRI1","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRI2","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRI3","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRJ","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRJ1","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRJ2","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRK","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRK1","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRK2","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRL","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRL0","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRM","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRM0","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRY","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRY1","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRY2","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRY3","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRY4","Million euro","Agriculture, forestry and fishing",":",""
"2013","FRY5","Million euro","Agriculture, forestry and fishing",":",""
"2013","IT","Million euro","Agriculture, forestry and fishing","8,103.4",""
"2013","ITC","Million euro","Agriculture, forestry and fishing","934.4",""
"2013","ITC1","Million euro","Agriculture, forestry and fishing","268.8",""
"2013","ITC2","Million euro","Agriculture, forestry and fishing","16.6",""
"2013","ITC3","Million euro","Agriculture, forestry and fishing","69.7",""
"2013","ITC4","Million euro","Agriculture, forestry and fishing","579.3",""
"2013","ITH","Million euro","Agriculture, forestry and fishing","1,447.9",""
"2013","ITH1","Million euro","Agriculture, forestry and fishing","157.1",""
"2013","ITH2","Million euro","Agriculture, forestry and fishing","81.1",""
"2013","ITH3","Million euro","Agriculture, forestry and fishing","430.2",""
"2013","ITH4","Million euro","Agriculture, forestry and fishing","122.1",""
"2013","ITH5","Million euro","Agriculture, forestry and fishing","657.4",""
"2013","ITI","Million euro","Agriculture, forestry and fishing","1,214.3",""
"2013","ITI1","Million euro","Agriculture, forestry and fishing","596.8",""
"2013","ITI2","Million euro","Agriculture, forestry and fishing","119.3",""
"2013","ITI3","Million euro","Agriculture, forestry and fishing","131.9",""
"2013","ITI4","Million euro","Agriculture, forestry and fishing","366.3",""
"2013","ITF","Million euro","Agriculture, forestry and fishing","2,887",""
"2013","ITF1","Million euro","Agriculture, forestry and fishing","121.2",""
"2013","ITF2","Million euro","Agriculture, forestry and fishing","39.5",""
"2013","ITF3","Million euro","Agriculture, forestry and fishing","583.9",""
"2013","ITF4","Million euro","Agriculture, forestry and fishing","1,114.5",""
"2013","ITF5","Million euro","Agriculture, forestry and fishing","134.1",""
"2013","ITF6","Million euro","Agriculture, forestry and fishing","893.8",""
"2013","ITG","Million euro","Agriculture, forestry and fishing","1,619.8",""
"2013","ITG1","Million euro","Agriculture, forestry and fishing","1,278.4",""
"2013","ITG2","Million euro","Agriculture, forestry and fishing","341.4",""
"2013","ITZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","ITZZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","CY","Million euro","Agriculture, forestry and fishing","83.19",""
"2013","CY0","Million euro","Agriculture, forestry and fishing","83.19",""
"2013","CY00","Million euro","Agriculture, forestry and fishing","83.19",""
"2013","LV","Million euro","Agriculture, forestry and fishing","249.64",""
"2013","LV0","Million euro","Agriculture, forestry and fishing","249.64",""
"2013","LV00","Million euro","Agriculture, forestry and fishing","249.64",""
"2013","LT","Million euro","Agriculture, forestry and fishing","371.5",""
"2013","LT0","Million euro","Agriculture, forestry and fishing","371.5",""
"2013","LT01","Million euro","Agriculture, forestry and fishing","44.2",""
"2013","LT02","Million euro","Agriculture, forestry and fishing","327.3",""
"2013","LU","Million euro","Agriculture, forestry and fishing","38.35",""
"2013","LU0","Million euro","Agriculture, forestry and fishing","38.35",""
"2013","LU00","Million euro","Agriculture, forestry and fishing","38.35",""
"2013","HU","Million euro","Agriculture, forestry and fishing","1,097.57",""
"2013","HU1","Million euro","Agriculture, forestry and fishing","91.2",""
"2013","HU11","Million euro","Agriculture, forestry and fishing","22.25",""
"2013","HU12","Million euro","Agriculture, forestry and fishing","68.95",""
"2013","HU2","Million euro","Agriculture, forestry and fishing","448.42",""
"2013","HU21","Million euro","Agriculture, forestry and fishing","148.36",""
"2013","HU22","Million euro","Agriculture, forestry and fishing","134.38",""
"2013","HU23","Million euro","Agriculture, forestry and fishing","165.68",""
"2013","HU3","Million euro","Agriculture, forestry and fishing","557.94",""
"2013","HU31","Million euro","Agriculture, forestry and fishing","100.62",""
"2013","HU32","Million euro","Agriculture, forestry and fishing","219.5",""
"2013","HU33","Million euro","Agriculture, forestry and fishing","237.82",""
"2013","HUZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","HUZZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","MT","Million euro","Agriculture, forestry and fishing","29.87",""
"2013","MT0","Million euro","Agriculture, forestry and fishing","29.87",""
"2013","MT00","Million euro","Agriculture, forestry and fishing","29.87",""
"2013","MTZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","MTZZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","NL","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL1","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL11","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL12","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL13","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL2","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL21","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL22","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL23","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL3","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL31","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL32","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL33","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL34","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL4","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL41","Million euro","Agriculture, forestry and fishing",":",""
"2013","NL42","Million euro","Agriculture, forestry and fishing",":",""
"2013","NLZ","Million euro","Agriculture, forestry and fishing",":",""
"2013","NLZZ","Million euro","Agriculture, forestry and fishing",":",""
"2013","AT","Million euro","Agriculture, forestry and fishing","613",""
"2013","AT1","Million euro","Agriculture, forestry and fishing","252",""
"2013","AT11","Million euro","Agriculture, forestry and fishing","50",""
"2013","AT12","Million euro","Agriculture, forestry and fishing","181",""
"2013","AT13","Million euro","Agriculture, forestry and fishing","21",""
"2013","AT2","Million euro","Agriculture, forestry and fishing","172",""
"2013","AT21","Million euro","Agriculture, forestry and fishing","47",""
"2013","AT22","Million euro","Agriculture, forestry and fishing","125",""
"2013","AT3","Million euro","Agriculture, forestry and fishing","189",""
"2013","AT31","Million euro","Agriculture, forestry and fishing","85",""
"2013","AT32","Million euro","Agriculture, forestry and fishing","46",""
"2013","AT33","Million euro","Agriculture, forestry and fishing","41",""
"2013","AT34","Million euro","Agriculture, forestry and fishing","17",""
"2013","ATZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","ATZZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","PL","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL2","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL21","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL22","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL4","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL41","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL42","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL43","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL5","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL51","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL52","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL6","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL61","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL62","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL63","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL7","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL71","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL72","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL8","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL81","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL82","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL84","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL9","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL91","Million euro","Agriculture, forestry and fishing",":",""
"2013","PL92","Million euro","Agriculture, forestry and fishing",":",""
"2013","PT","Million euro","Agriculture, forestry and fishing","924.12",""
"2013","PT1","Million euro","Agriculture, forestry and fishing","874.13",""
"2013","PT11","Million euro","Agriculture, forestry and fishing","198.54",""
"2013","PT15","Million euro","Agriculture, forestry and fishing","51.59",""
"2013","PT16","Million euro","Agriculture, forestry and fishing","284.44",""
"2013","PT17","Million euro","Agriculture, forestry and fishing","79.18",""
"2013","PT18","Million euro","Agriculture, forestry and fishing","260.38",""
"2013","PT2","Million euro","Agriculture, forestry and fishing","33.31",""
"2013","PT20","Million euro","Agriculture, forestry and fishing","33.31",""
"2013","PT3","Million euro","Agriculture, forestry and fishing","16.68",""
"2013","PT30","Million euro","Agriculture, forestry and fishing","16.68",""
"2013","PTZ","Million euro","Agriculture, forestry and fishing",":",""
"2013","PTZZ","Million euro","Agriculture, forestry and fishing",":",""
"2013","RO","Million euro","Agriculture, forestry and fishing","849.04",""
"2013","RO1","Million euro","Agriculture, forestry and fishing","207.51",""
"2013","RO11","Million euro","Agriculture, forestry and fishing","84.02",""
"2013","RO12","Million euro","Agriculture, forestry and fishing","123.49",""
"2013","RO2","Million euro","Agriculture, forestry and fishing","270.51",""
"2013","RO21","Million euro","Agriculture, forestry and fishing","139.69",""
"2013","RO22","Million euro","Agriculture, forestry and fishing","130.82",""
"2013","RO3","Million euro","Agriculture, forestry and fishing","210.75",""
"2013","RO31","Million euro","Agriculture, forestry and fishing","157",""
"2013","RO32","Million euro","Agriculture, forestry and fishing","53.75",""
"2013","RO4","Million euro","Agriculture, forestry and fishing","160.26",""
"2013","RO41","Million euro","Agriculture, forestry and fishing","57.55",""
"2013","RO42","Million euro","Agriculture, forestry and fishing","102.72",""
"2013","ROZ","Million euro","Agriculture, forestry and fishing",":",""
"2013","ROZZ","Million euro","Agriculture, forestry and fishing",":",""
"2013","SI","Million euro","Agriculture, forestry and fishing","103.99",""
"2013","SI0","Million euro","Agriculture, forestry and fishing","103.99",""
"2013","SI03","Million euro","Agriculture, forestry and fishing","72.38",""
"2013","SI04","Million euro","Agriculture, forestry and fishing","31.61",""
"2013","SK","Million euro","Agriculture, forestry and fishing","618.14",""
"2013","SK0","Million euro","Agriculture, forestry and fishing","618.14",""
"2013","SK01","Million euro","Agriculture, forestry and fishing","43.5",""
"2013","SK02","Million euro","Agriculture, forestry and fishing","273.75",""
"2013","SK03","Million euro","Agriculture, forestry and fishing","168.28",""
"2013","SK04","Million euro","Agriculture, forestry and fishing","132.6",""
"2013","FI","Million euro","Agriculture, forestry and fishing","1,169",""
"2013","FI1","Million euro","Agriculture, forestry and fishing","1,162.33",""
"2013","FI19","Million euro","Agriculture, forestry and fishing","338.58",""
"2013","FI1B","Million euro","Agriculture, forestry and fishing","75.9",""
"2013","FI1C","Million euro","Agriculture, forestry and fishing","194.36",""
"2013","FI1D","Million euro","Agriculture, forestry and fishing","553.5",""
"2013","FI2","Million euro","Agriculture, forestry and fishing","6.67",""
"2013","FI20","Million euro","Agriculture, forestry and fishing","6.67",""
"2013","FIZ","Million euro","Agriculture, forestry and fishing",":",""
"2013","FIZZ","Million euro","Agriculture, forestry and fishing",":",""
"2013","SE","Million euro","Agriculture, forestry and fishing","2,035.14",""
"2013","SE1","Million euro","Agriculture, forestry and fishing","472.75",""
"2013","SE11","Million euro","Agriculture, forestry and fishing","112.93",""
"2013","SE12","Million euro","Agriculture, forestry and fishing","359.82",""
"2013","SE2","Million euro","Agriculture, forestry and fishing","981.1",""
"2013","SE21","Million euro","Agriculture, forestry and fishing","258.22",""
"2013","SE22","Million euro","Agriculture, forestry and fishing","419.23",""
"2013","SE23","Million euro","Agriculture, forestry and fishing","303.65",""
"2013","SE3","Million euro","Agriculture, forestry and fishing","581.29",""
"2013","SE31","Million euro","Agriculture, forestry and fishing","255.79",""
"2013","SE32","Million euro","Agriculture, forestry and fishing","160.43",""
"2013","SE33","Million euro","Agriculture, forestry and fishing","165.06",""
"2013","SEZ","Million euro","Agriculture, forestry and fishing",":",""
"2013","SEZZ","Million euro","Agriculture, forestry and fishing",":",""
"2013","UK","Million euro","Agriculture, forestry and fishing","5,609.59",""
"2013","UKC","Million euro","Agriculture, forestry and fishing","134.23",""
"2013","UKC1","Million euro","Agriculture, forestry and fishing","48.28",""
"2013","UKC2","Million euro","Agriculture, forestry and fishing","84.78",""
"2013","UKD","Million euro","Agriculture, forestry and fishing","455.69",""
"2013","UKD1","Million euro","Agriculture, forestry and fishing","199",""
"2013","UKD3","Million euro","Agriculture, forestry and fishing","17.66",""
"2013","UKD4","Million euro","Agriculture, forestry and fishing","137.77",""
"2013","UKD6","Million euro","Agriculture, forestry and fishing","87.13",""
"2013","UKD7","Million euro","Agriculture, forestry and fishing","15.31",""
"2013","UKE","Million euro","Agriculture, forestry and fishing","357.96",""
"2013","UKE1","Million euro","Agriculture, forestry and fishing","94.2",""
"2013","UKE2","Million euro","Agriculture, forestry and fishing","201.35",""
"2013","UKE3","Million euro","Agriculture, forestry and fishing","23.55",""
"2013","UKE4","Million euro","Agriculture, forestry and fishing","40.03",""
"2013","UKF","Million euro","Agriculture, forestry and fishing","482.77",""
"2013","UKF1","Million euro","Agriculture, forestry and fishing","114.22",""
"2013","UKF2","Million euro","Agriculture, forestry and fishing","136.59",""
"2013","UKF3","Million euro","Agriculture, forestry and fishing","231.97",""
"2013","UKG","Million euro","Agriculture, forestry and fishing","505.15",""
"2013","UKG1","Million euro","Agriculture, forestry and fishing","292.02",""
"2013","UKG2","Million euro","Agriculture, forestry and fishing","204.88",""
"2013","UKG3","Million euro","Agriculture, forestry and fishing","8.24",""
"2013","UKH","Million euro","Agriculture, forestry and fishing","797.16",""
"2013","UKH1","Million euro","Agriculture, forestry and fishing","553.42",""
"2013","UKH2","Million euro","Agriculture, forestry and fishing","90.67",""
"2013","UKH3","Million euro","Agriculture, forestry and fishing","153.07",""
"2013","UKI","Million euro","Agriculture, forestry and fishing","16.48",""
"2013","UKI3","Million euro","Agriculture, forestry and fishing","1.18",""
"2013","UKI4","Million euro","Agriculture, forestry and fishing","2.35",""
"2013","UKI5","Million euro","Agriculture, forestry and fishing","3.53",""
"2013","UKI6","Million euro","Agriculture, forestry and fishing","7.06",""
"2013","UKI7","Million euro","Agriculture, forestry and fishing","2.35",""
"2013","UKJ","Million euro","Agriculture, forestry and fishing","791.28",""
"2013","UKJ1","Million euro","Agriculture, forestry and fishing","157.78",""
"2013","UKJ2","Million euro","Agriculture, forestry and fishing","202.53",""
"2013","UKJ3","Million euro","Agriculture, forestry and fishing","155.43",""
"2013","UKJ4","Million euro","Agriculture, forestry and fishing","277.89",""
"2013","UKK","Million euro","Agriculture, forestry and fishing","770.08",""
"2013","UKK1","Million euro","Agriculture, forestry and fishing","223.72",""
"2013","UKK2","Million euro","Agriculture, forestry and fishing","208.42",""
"2013","UKK3","Million euro","Agriculture, forestry and fishing","120.1",""
"2013","UKK4","Million euro","Agriculture, forestry and fishing","217.84",""
"2013","UKL","Million euro","Agriculture, forestry and fishing","262.58",""
"2013","UKL1","Million euro","Agriculture, forestry and fishing","163.67",""
"2013","UKL2","Million euro","Agriculture, forestry and fishing","98.91",""
"2013","UKM","Million euro","Agriculture, forestry and fishing","872.52",""
"2013","UKM5","Million euro","Agriculture, forestry and fishing","158.96",""
"2013","UKM6","Million euro","Agriculture, forestry and fishing","181.33",""
"2013","UKM7","Million euro","Agriculture, forestry and fishing","231.97",""
"2013","UKM8","Million euro","Agriculture, forestry and fishing","18.84",""
"2013","UKM9","Million euro","Agriculture, forestry and fishing","281.42",""
"2013","UKN","Million euro","Agriculture, forestry and fishing","164.85",""
"2013","UKN0","Million euro","Agriculture, forestry and fishing","164.85",""
"2013","UKZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","UKZZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","NO","Million euro","Agriculture, forestry and fishing","1,380.1",""
"2013","NO0","Million euro","Agriculture, forestry and fishing","1,380.1",""
"2013","NO01","Million euro","Agriculture, forestry and fishing","42.91",""
"2013","NO02","Million euro","Agriculture, forestry and fishing","180.36",""
"2013","NO03","Million euro","Agriculture, forestry and fishing","133.48",""
"2013","NO04","Million euro","Agriculture, forestry and fishing",":",""
"2013","NO05","Million euro","Agriculture, forestry and fishing","349.19",""
"2013","NO06","Million euro","Agriculture, forestry and fishing","202.77",""
"2013","NO07","Million euro","Agriculture, forestry and fishing","312.81",""
"2013","NOZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","NOZZ","Million euro","Agriculture, forestry and fishing","0",""
"2013","MK","Million euro","Agriculture, forestry and fishing","44.17",""
"2013","MK0","Million euro","Agriculture, forestry and fishing","44.17",""
"2013","MK00","Million euro","Agriculture, forestry and fishing","44.17",""
"2014","BE","Million euro","Agriculture, forestry and fishing","531.4",""
"2014","BE1","Million euro","Agriculture, forestry and fishing","4.1",""
"2014","BE10","Million euro","Agriculture, forestry and fishing","4.1",""
"2014","BE2","Million euro","Agriculture, forestry and fishing","432.9",""
"2014","BE21","Million euro","Agriculture, forestry and fishing","133",""
"2014","BE22","Million euro","Agriculture, forestry and fishing","78.5",""
"2014","BE23","Million euro","Agriculture, forestry and fishing","77.2",""
"2014","BE24","Million euro","Agriculture, forestry and fishing","48.1",""
"2014","BE25","Million euro","Agriculture, forestry and fishing","96.1",""
"2014","BE3","Million euro","Agriculture, forestry and fishing","94.4",""
"2014","BE31","Million euro","Agriculture, forestry and fishing","9",""
"2014","BE32","Million euro","Agriculture, forestry and fishing","22.8",""
"2014","BE33","Million euro","Agriculture, forestry and fishing","24.3",""
"2014","BE34","Million euro","Agriculture, forestry and fishing","17.4",""
"2014","BE35","Million euro","Agriculture, forestry and fishing","20.9",""
"2014","BEZ","Million euro","Agriculture, forestry and fishing",":",""
"2014","BEZZ","Million euro","Agriculture, forestry and fishing",":",""
"2014","BG","Million euro","Agriculture, forestry and fishing","464.75",""
"2014","BG3","Million euro","Agriculture, forestry and fishing","340.07",""
"2014","BG31","Million euro","Agriculture, forestry and fishing","61.88",""
"2014","BG32","Million euro","Agriculture, forestry and fishing","95.54",""
"2014","BG33","Million euro","Agriculture, forestry and fishing","102.2",""
"2014","BG34","Million euro","Agriculture, forestry and fishing","80.45",""
"2014","BG4","Million euro","Agriculture, forestry and fishing","124.69",""
"2014","BG41","Million euro","Agriculture, forestry and fishing","45.14",""
"2014","BG42","Million euro","Agriculture, forestry and fishing","79.55",""
"2014","CZ","Million euro","Agriculture, forestry and fishing","1,404.82",""
"2014","CZ0","Million euro","Agriculture, forestry and fishing","1,404.82",""
"2014","CZ01","Million euro","Agriculture, forestry and fishing","30.29",""
"2014","CZ02","Million euro","Agriculture, forestry and fishing","196.83",""
"2014","CZ03","Million euro","Agriculture, forestry and fishing","266.6",""
"2014","CZ04","Million euro","Agriculture, forestry and fishing","88.9",""
"2014","CZ05","Million euro","Agriculture, forestry and fishing","242.95",""
"2014","CZ06","Million euro","Agriculture, forestry and fishing","323.18",""
"2014","CZ07","Million euro","Agriculture, forestry and fishing","174.21",""
"2014","CZ08","Million euro","Agriculture, forestry and fishing","81.86",""
"2014","DK","Million euro","Agriculture, forestry and fishing","1,330.02",""
"2014","DK0","Million euro","Agriculture, forestry and fishing","1,330.02",""
"2014","DK01","Million euro","Agriculture, forestry and fishing","64.12",""
"2014","DK02","Million euro","Agriculture, forestry and fishing","192.76",""
"2014","DK03","Million euro","Agriculture, forestry and fishing","428.05",""
"2014","DK04","Million euro","Agriculture, forestry and fishing","406.85",""
"2014","DK05","Million euro","Agriculture, forestry and fishing","238.1",""
"2014","DKZ","Million euro","Agriculture, forestry and fishing","0",""
"2014","DKZZ","Million euro","Agriculture, forestry and fishing","0",""
"2014","DE","Million euro","Agriculture, forestry and fishing","7,417",""
"2014","DE1","Million euro","Agriculture, forestry and fishing","605.18",""
"2014","DE11","Million euro","Agriculture, forestry and fishing","206.21",""
"2014","DE12","Million euro","Agriculture, forestry and fishing","113.73",""
"2014","DE13","Million euro","Agriculture, forestry and fishing","139.15",""
"2014","DE14","Million euro","Agriculture, forestry and fishing","146.08",""
"2014","DE2","Million euro","Agriculture, forestry and fishing","835.53",""
"2014","DE21","Million euro","Agriculture, forestry and fishing","215.62",""
"2014","DE22","Million euro","Agriculture, forestry and fishing","112.49",""
"2014","DE23","Million euro","Agriculture, forestry and fishing","85.42",""
"2014","DE24","Million euro","Agriculture, forestry and fishing","75.41",""
"2014","DE25","Million euro","Agriculture, forestry and fishing","90.96",""
"2014","DE26","Million euro","Agriculture, forestry and fishing","115.75",""
"2014","DE27","Million euro","Agriculture, forestry and fishing","139.89",""
"2014","DE3","Million euro","Agriculture, forestry and fishing","10.28",""
"2014","DE30","Million euro","Agriculture, forestry and fishing","10.28",""
"2014","DE4","Million euro","Agriculture, forestry and fishing","632.79",""
"2014","DE40","Million euro","Agriculture, forestry and fishing","632.79",""
"2014","DE5","Million euro","Agriculture, forestry and fishing","6.84",""
"2014","DE50","Million euro","Agriculture, forestry and fishing","6.84",""
"2014","DE6","Million euro","Agriculture, forestry and fishing","22.71",""
"2014","DE60","Million euro","Agriculture, forestry and fishing","22.71",""
"2014","DE7","Million euro","Agriculture, forestry and fishing","309.04",""
"2014","DE71","Million euro","Agriculture, forestry and fishing","155.47",""
"2014","DE72","Million euro","Agriculture, forestry and fishing","53.31",""
"2014","DE73","Million euro","Agriculture, forestry and fishing","100.27",""
"2014","DE8","Million euro","Agriculture, forestry and fishing","508.47",""
"2014","DE80","Million euro","Agriculture, forestry and fishing","508.47",""
"2014","DE9","Million euro","Agriculture, forestry and fishing","1,128.28",""
"2014","DE91","Million euro","Agriculture, forestry and fishing","138.02",""
"2014","DE92","Million euro","Agriculture, forestry and fishing","143.01",""
"2014","DE93","Million euro","Agriculture, forestry and fishing","342.95",""
"2014","DE94","Million euro","Agriculture, forestry and fishing","504.31",""
"2014","DEA","Million euro","Agriculture, forestry and fishing","923.82",""
"2014","DEA1","Million euro","Agriculture, forestry and fishing","283.46",""
"2014","DEA2","Million euro","Agriculture, forestry and fishing","161.29",""
"2014","DEA3","Million euro","Agriculture, forestry and fishing","212.73",""
"2014","DEA4","Million euro","Agriculture, forestry and fishing","125.63",""
"2014","DEA5","Million euro","Agriculture, forestry and fishing","140.7",""
"2014","DEB","Million euro","Agriculture, forestry and fishing","504.76",""
"2014","DEB1","Million euro","Agriculture, forestry and fishing","100.03",""
"2014","DEB2","Million euro","Agriculture, forestry and fishing","53.13",""
"2014","DEB3","Million euro","Agriculture, forestry and fishing","351.6",""
"2014","DEC","Million euro","Agriculture, forestry and fishing","26.51",""
"2014","DEC0","Million euro","Agriculture, forestry and fishing","26.51",""
"2014","DED","Million euro","Agriculture, forestry and fishing","580.72",""
"2014","DED2","Million euro","Agriculture, forestry and fishing","234.86",""
"2014","DED4","Million euro","Agriculture, forestry and fishing","219.37",""
"2014","DED5","Million euro","Agriculture, forestry and fishing","126.48",""
"2014","DEE","Million euro","Agriculture, forestry and fishing","493.24",""
"2014","DEE0","Million euro","Agriculture, forestry and fishing","493.24",""
"2014","DEF","Million euro","Agriculture, forestry and fishing","390.5",""
"2014","DEF0","Million euro","Agriculture, forestry and fishing","390.5",""
"2014","DEG","Million euro","Agriculture, forestry and fishing","438.34",""
"2014","DEG0","Million euro","Agriculture, forestry and fishing","438.34",""
"2014","EE","Million euro","Agriculture, forestry and fishing","210.7",""
"2014","EE0","Million euro","Agriculture, forestry and fishing","210.7",""
"2014","EE00","Million euro","Agriculture, forestry and fishing","210.7",""
"2014","IE","Million euro","Agriculture, forestry and fishing","643.42",""
"2014","IE0","Million euro","Agriculture, forestry and fishing","643.42",""
"2014","IE04","Million euro","Agriculture, forestry and fishing","220.02",""
"2014","IE05","Million euro","Agriculture, forestry and fishing","297.69",""
"2014","IE06","Million euro","Agriculture, forestry and fishing","125.72",""
"2014","EL","Million euro","Agriculture, forestry and fishing","788.37",""
"2014","EL5","Million euro","Agriculture, forestry and fishing","286.73",""
"2014","EL51","Million euro","Agriculture, forestry and fishing","58.59",""
"2014","EL52","Million euro","Agriculture, forestry and fishing","158.39",""
"2014","EL53","Million euro","Agriculture, forestry and fishing","31.91",""
"2014","EL54","Million euro","Agriculture, forestry and fishing","37.85",""
"2014","EL6","Million euro","Agriculture, forestry and fishing","366.79",""
"2014","EL61","Million euro","Agriculture, forestry and fishing","112.28",""
"2014","EL62","Million euro","Agriculture, forestry and fishing","12.53",""
"2014","EL63","Million euro","Agriculture, forestry and fishing","89.43",""
