"TIME","GEO","UNIT","DIRECT","NA_ITEM","Value","Flag and Footnotes"
"2013","BE33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,300",""
"2013","BE34","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,100",""
"2013","BE35","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,200",""
"2013","BEZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","BEZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","BG","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,400",""
"2013","BG3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,600",""
"2013","BG31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,200",""
"2013","BG32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,500",""
"2013","BG33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,900",""
"2013","BG34","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,700",""
"2013","BG4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,100",""
"2013","BG41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,200",""
"2013","BG42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,600",""
"2013","CZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,600",""
"2013","CZ0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,600",""
"2013","CZ01","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,900",""
"2013","CZ02","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,500",""
"2013","CZ03","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,400",""
"2013","CZ04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,400",""
"2013","CZ05","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,000",""
"2013","CZ06","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,500",""
"2013","CZ07","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,600",""
"2013","CZ08","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,500",""
"2013","DK","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,900",""
"2013","DK0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,900",""
"2013","DK01","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","30,600",""
"2013","DK02","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,600",""
"2013","DK03","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,500",""
"2013","DK04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,900",""
"2013","DK05","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,500",""
"2013","DE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,800",""
"2013","DE1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","28,300",""
"2013","DE11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","29,700",""
"2013","DE12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,500",""
"2013","DE13","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,000",""
"2013","DE14","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","28,000",""
"2013","DE2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","28,900",""
"2013","DE21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","33,500",""
"2013","DE22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,900",""
"2013","DE23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,500",""
"2013","DE24","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,800",""
"2013","DE25","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,500",""
"2013","DE26","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,900",""
"2013","DE27","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,200",""
"2013","DE3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,300",""
"2013","DE30","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,300",""
"2013","DE4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,700",""
"2013","DE40","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,700",""
"2013","DE5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,700",""
"2013","DE50","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,700",""
"2013","DE6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","29,700",""
"2013","DE60","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","29,700",""
"2013","DE7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,500",""
"2013","DE71","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","28,600",""
"2013","DE72","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,700",""
"2013","DE73","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,400",""
"2013","DE8","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,800",""
"2013","DE80","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,800",""
"2013","DE9","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,500",""
"2013","DE91","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,900",""
"2013","DE92","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,500",""
"2013","DE93","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,400",""
"2013","DE94","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,700",""
"2013","DEA","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,600",""
"2013","DEA1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,100",""
"2013","DEA2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,700",""
"2013","DEA3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,400",""
"2013","DEA4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,800",""
"2013","DEA5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,500",""
"2013","DEB","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,400",""
"2013","DEB1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,700",""
"2013","DEB2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,600",""
"2013","DEB3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,100",""
"2013","DEC","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,200",""
"2013","DEC0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,200",""
"2013","DED","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,100",""
"2013","DED2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,300",""
"2013","DED4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,300",""
"2013","DED5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,900",""
"2013","DEE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,400",""
"2013","DEE0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,400",""
"2013","DEF","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,600",""
"2013","DEF0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,600",""
"2013","DEG","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,300",""
"2013","DEG0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,300",""
"2013","EE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,100",""
"2013","IE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,500",""
"2013","IE0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,500",""
"2013","IE04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,700",""
"2013","IE05","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,300",""
"2013","IE06","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,800",""
"2013","EL","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,200",""
"2013","EL5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,000",""
"2013","EL51","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,900",""
"2013","EL52","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,200",""
"2013","EL53","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,000",""
"2013","EL54","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,000",""
"2013","EL6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,500",""
"2013","EL61","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,700",""
"2013","EL62","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,100",""
"2013","EL63","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,000",""
"2013","EL64","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,800",""
"2013","EL65","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,900",""
"2013","EL3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,500",""
"2013","EL30","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,500",""
"2013","EL4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,400",""
"2013","EL41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,700",""
"2013","EL42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,900",""
"2013","EL43","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,600",""
"2013","ES","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","14,100",""
"2013","ES1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,400",""
"2013","ES11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,100",""
"2013","ES12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,900",""
"2013","ES13","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","13,100",""
"2013","ES2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,200",""
"2013","ES21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,500",""
"2013","ES22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,900",""
"2013","ES23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","14,800",""
"2013","ES24","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,300",""
"2013","ES3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,600",""
"2013","ES30","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,600",""
"2013","ES4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,900",""
"2013","ES41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","13,300",""
"2013","ES42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,400",""
"2013","ES43","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,800",""
"2013","ES5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","14,800",""
"2013","ES51","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,800",""
"2013","ES52","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,000",""
"2013","ES53","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","14,700",""
"2013","ES6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,500",""
"2013","ES61","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,300",""
"2013","ES62","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,300",""
"2013","ES63","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,400",""
"2013","ES64","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,200",""
"2013","ES7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,800",""
"2013","ES70","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,800",""
"2013","ESZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","ESZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FR","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FR1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FR10","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRB","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRB0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRC","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRC1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRC2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRD","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRD1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRD2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRE1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRE2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRF","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRF1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRF2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRF3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRG","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRG0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRH","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRH0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRI1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRI2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRI3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRJ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRJ1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRJ2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRK","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRK1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRK2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRL","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRL0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRM","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRM0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRY","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRY1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRY2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRY3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRY4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRY5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","FRZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","HR","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,000",""
"2013","HR0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,000",""
"2013","HR03","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,700",""
"2013","HR04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,100",""
"2013","IT","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,400",""
"2013","ITC","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,800",""
"2013","ITC1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,800",""
"2013","ITC2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,900",""
"2013","ITC3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,200",""
"2013","ITC4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,200",""
"2013","ITH","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,800",""
"2013","ITH1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,800",""
"2013","ITH2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,300",""
"2013","ITH3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,700",""
"2013","ITH4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,500",""
"2013","ITH5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,900",""
"2013","ITI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,300",""
"2013","ITI1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,600",""
"2013","ITI2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,800",""
"2013","ITI3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,200",""
"2013","ITI4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,600",""
"2013","ITF","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,600",""
"2013","ITF1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,800",""
"2013","ITF2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","13,900",""
"2013","ITF3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,100",""
"2013","ITF4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,600",""
"2013","ITF5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,300",""
"2013","ITF6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,300",""
"2013","ITG","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,600",""
"2013","ITG1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,100",""
"2013","ITG2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","14,000",""
"2013","ITZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","CY","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,300",""
"2013","CY0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,300",""
"2013","CY00","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,300",""
"2013","LV","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,200",""
"2013","LV0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,200",""
"2013","LV00","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,200",""
"2013","LT","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,300",""
"2013","LT0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,300",""
"2013","LT01","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,800",""
"2013","LT02","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,700",""
"2013","LU","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","33,900",""
"2013","LU0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","33,900",""
"2013","LU00","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","33,900",""
"2013","HU","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,100",""
"2013","HU1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,800",""
"2013","HU11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,800",""
"2013","HU12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,400",""
"2013","HU2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,000",""
"2013","HU21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,300",""
"2013","HU22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,300",""
"2013","HU23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,200",""
"2013","HU3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,000",""
"2013","HU31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,700",""
"2013","HU32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,000",""
"2013","HU33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,300",""
"2013","HUZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","HUZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL13","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL34","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","NL42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","AT","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,600",""
"2013","AT1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,700",""
"2013","AT11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,500",""
"2013","AT12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,600",""
"2013","AT13","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,000",""
"2013","AT2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,100",""
"2013","AT21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,500",""
"2013","AT22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,400",""
"2013","AT3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,300",""
"2013","AT31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,000",""
"2013","AT32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,500",""
"2013","AT33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,700",""
"2013","AT34","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,500",""
"2013","ATZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","ATZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL43","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL51","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL52","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL61","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL62","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL63","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL71","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL72","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL8","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL81","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL82","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL84","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL9","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL91","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PL92","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PT","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,400",""
"2013","PT1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,400",""
"2013","PT11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,600",""
"2013","PT15","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,700",""
"2013","PT16","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,000",""
"2013","PT17","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","14,100",""
"2013","PT18","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,100",""
"2013","PT2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,300",""
"2013","PT20","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,300",""
"2013","PT3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,400",""
"2013","PT30","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,400",""
"2013","PTZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","PTZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2013","RO","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,100",""
"2013","RO1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,800",""
"2013","RO11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,700",""
"2013","RO12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,900",""
"2013","RO2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,100",""
"2013","RO21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,700",""
"2013","RO22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,600",""
"2013","RO3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,500",""
"2013","RO31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,200",""
"2013","RO32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,800",""
"2013","RO4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,900",""
"2013","RO41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,100",""
"2013","RO42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,800",""
"2013","SI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,800",""
"2013","SI0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,800",""
