"TIME","GEO","UNIT","DIRECT","NA_ITEM","Value","Flag and Footnotes"
"2009","LV00","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,500",""
"2009","LT","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","LT0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","LT01","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","LT02","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","LU","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","31,400",""
"2009","LU0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","31,400",""
"2009","LU00","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","31,400",""
"2009","HU","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,600",""
"2009","HU1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,100",""
"2009","HU11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,000",""
"2009","HU12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,900",""
"2009","HU2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,500",""
"2009","HU21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,800",""
"2009","HU22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,700",""
"2009","HU23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,000",""
"2009","HU3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,700",""
"2009","HU31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,700",""
"2009","HU32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,600",""
"2009","HU33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,700",""
"2009","HUZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","HUZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL13","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL34","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NL42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","AT","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,800",""
"2009","AT1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,400",""
"2009","AT11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,700",""
"2009","AT12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,500",""
"2009","AT13","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,500",""
"2009","AT2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,300",""
"2009","AT21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,900",""
"2009","AT22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,400",""
"2009","AT3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,100",""
"2009","AT31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,900",""
"2009","AT32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,500",""
"2009","AT33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,400",""
"2009","AT34","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,400",""
"2009","ATZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","ATZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL43","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL51","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL52","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL61","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL62","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL63","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL71","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL72","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL8","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL81","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL82","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL84","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL9","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL91","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PL92","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PT","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,800",""
"2009","PT1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,800",""
"2009","PT11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,900",""
"2009","PT15","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,900",""
"2009","PT16","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,400",""
"2009","PT17","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","14,700",""
"2009","PT18","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,900",""
"2009","PT2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,000",""
"2009","PT20","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,000",""
"2009","PT3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,400",""
"2009","PT30","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,400",""
"2009","PTZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","PTZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","RO","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,200",""
"2009","RO1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,800","b"
"2009","RO11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,700","b"
"2009","RO12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,800","b"
"2009","RO2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,100","b"
"2009","RO21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","1,900","b"
"2009","RO22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,500","b"
"2009","RO3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,500","b"
"2009","RO31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,300","b"
"2009","RO32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,500","b"
"2009","RO4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,800","b"
"2009","RO41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,300","b"
"2009","RO42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,300","b"
"2009","SI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,400",""
"2009","SI0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,400",""
"2009","SI03","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,400",""
"2009","SI04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,500",""
"2009","SK","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,500",""
"2009","SK0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,500",""
"2009","SK01","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","14,000",""
"2009","SK02","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,300",""
"2009","SK03","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,900",""
"2009","SK04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,700",""
"2009","FI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,800",""
"2009","FI1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,800",""
"2009","FI19","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,100",""
"2009","FI1B","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,500",""
"2009","FI1C","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,400",""
"2009","FI1D","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,200",""
"2009","FI2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,800",""
"2009","FI20","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,800",""
"2009","SE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,600",""
"2009","SE1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,400",""
"2009","SE11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,000",""
"2009","SE12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,200",""
"2009","SE2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,900",""
"2009","SE21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,900",""
"2009","SE22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,800",""
"2009","SE23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,400",""
"2009","SE3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,400",""
"2009","SE31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,300",""
"2009","SE32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,400",""
"2009","SE33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,400",""
"2009","UK","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,500",""
"2009","UKC","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,200",""
"2009","UKC1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,700",""
"2009","UKC2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,500",""
"2009","UKD","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,500",""
"2009","UKD1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,300",""
"2009","UKD3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,100",""
"2009","UKD4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,700",""
"2009","UKD6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,600",""
"2009","UKD7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,100",""
"2009","UKE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,200",""
"2009","UKE1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,400",""
"2009","UKE2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,300",""
"2009","UKE3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,900",""
"2009","UKE4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,900",""
"2009","UKF","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,200",""
"2009","UKF1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,600",""
"2009","UKF2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,300",""
"2009","UKF3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,700",""
"2009","UKG","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,200",""
"2009","UKG1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,700",""
"2009","UKG2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,200",""
"2009","UKG3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,000",""
"2009","UKH","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,900",""
"2009","UKH1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,500",""
"2009","UKH2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,100",""
"2009","UKH3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,000",""
"2009","UKI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","29,300",""
"2009","UKI3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","56,700",""
"2009","UKI4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,300",""
"2009","UKI5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,600",""
"2009","UKI6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,600",""
"2009","UKI7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,700",""
"2009","UKJ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,100",""
"2009","UKJ1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,700",""
"2009","UKJ2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,300",""
"2009","UKJ3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,800",""
"2009","UKJ4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,300",""
"2009","UKK","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,400",""
"2009","UKK1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,100",""
"2009","UKK2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,000",""
"2009","UKK3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,300",""
"2009","UKK4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,800",""
"2009","UKL","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,800",""
"2009","UKL1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","14,800",""
"2009","UKL2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,600",""
"2009","UKM","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,500",""
"2009","UKM5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,200",""
"2009","UKM6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,500",""
"2009","UKM7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,200",""
"2009","UKM8","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,100",""
"2009","UKM9","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,800",""
"2009","UKN","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,000",""
"2009","UKN0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,000",""
"2009","UKZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","UKZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NO","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NO0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NO01","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NO02","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NO03","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NO04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NO05","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NO06","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","NO07","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","ME","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","ME0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2009","ME00","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2010","BE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,000",""
"2010","BE1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,200",""
"2010","BE10","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,200",""
"2010","BE2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,000",""
"2010","BE21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,500",""
"2010","BE22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,000",""
"2010","BE23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,400",""
"2010","BE24","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","29,100",""
"2010","BE25","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,400",""
"2010","BE3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,000",""
"2010","BE31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,100",""
"2010","BE32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,000",""
"2010","BE33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,400",""
"2010","BE34","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,000",""
"2010","BE35","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,000",""
"2010","BEZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2010","BEZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2010","BG","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,800",""
"2010","BG3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,200",""
"2010","BG31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","1,900",""
"2010","BG32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,100",""
"2010","BG33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,300",""
"2010","BG34","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,400",""
"2010","BG4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,500",""
"2010","BG41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,300",""
"2010","BG42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,300",""
"2010","CZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,600",""
"2010","CZ0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,600",""
"2010","CZ01","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,300",""
"2010","CZ02","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,600",""
"2010","CZ03","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,300",""
"2010","CZ04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,500",""
"2010","CZ05","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,900",""
"2010","CZ06","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","8,200",""
"2010","CZ07","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,500",""
"2010","CZ08","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,600",""
"2010","DK","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,400",""
"2010","DK0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,400",""
"2010","DK01","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","28,900",""
"2010","DK02","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,300",""
"2010","DK03","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,200",""
"2010","DK04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,500",""
"2010","DK05","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,700",""
"2010","DE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,700",""
"2010","DE1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,900",""
"2010","DE11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,200",""
"2010","DE12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,300",""
"2010","DE13","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,600",""
"2010","DE14","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,500",""
"2010","DE2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,400",""
"2010","DE21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","30,700",""
"2010","DE22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,000",""
"2010","DE23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,000",""
"2010","DE24","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,800",""
"2010","DE25","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,600",""
"2010","DE26","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,800",""
"2010","DE27","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,800",""
"2010","DE3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,800",""
"2010","DE30","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,800",""
"2010","DE4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,100",""
"2010","DE40","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,100",""
"2010","DE5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,100",""
"2010","DE50","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,100",""
"2010","DE6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,000",""
"2010","DE60","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,000",""
"2010","DE7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,700",""
"2010","DE71","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,800",""
"2010","DE72","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,800",""
"2010","DE73","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,800",""
"2010","DE8","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,200",""
"2010","DE80","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,200",""
"2010","DE9","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,300",""
"2010","DE91","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,900",""
"2010","DE92","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,600",""
"2010","DE93","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,300",""
"2010","DE94","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,500",""
"2010","DEA","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,800",""
"2010","DEA1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,200",""
"2010","DEA2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,900",""
"2010","DEA3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,400",""
"2010","DEA4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,700",""
"2010","DEA5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,900",""
"2010","DEB","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,600",""
"2010","DEB1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,800",""
"2010","DEB2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,000",""
"2010","DEB3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,300",""
"2010","DEC","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,600",""
"2010","DEC0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,600",""
"2010","DED","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,500",""
"2010","DED2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,800",""
"2010","DED4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,900",""
"2010","DED5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,200",""
"2010","DEE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,800",""
"2010","DEE0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","15,800",""
"2010","DEF","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,500",""
"2010","DEF0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,500",""
"2010","DEG","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,600",""
"2010","DEG0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,600",""
"2010","EE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,200",""
"2010","IE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,200",""
"2010","IE0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,200",""
"2010","IE04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,100",""
"2010","IE05","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,800",""
"2010","IE06","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,400",""
"2010","EL","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","13,200",""
"2010","EL5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,500",""
"2010","EL51","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,300",""
"2010","EL52","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,700",""
"2010","EL53","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,900",""
"2010","EL54","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,900",""
"2010","EL6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,600",""
"2010","EL61","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,300",""
"2010","EL62","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,800",""
"2010","EL63","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,900",""
"2010","EL64","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,900",""
"2010","EL65","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,900",""
"2010","EL3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,100",""
"2010","EL30","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","16,100",""
"2010","EL4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,400",""
"2010","EL41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,700",""
"2010","EL42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","14,700",""
"2010","EL43","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,000",""
"2010","ES","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","14,900",""
