"TIME","GEO","UNIT","WSTATUS","NACE_R2","Value","Flag and Footnotes"
"2008","BE","Thousand","Employed persons","Total - all NACE activities","6,990,962.5",""
"2008","BE1","Thousand","Employed persons","Total - all NACE activities","1,038,421.9",""
"2008","BE10","Thousand","Employed persons","Total - all NACE activities","1,038,421.9",""
"2008","BE2","Thousand","Employed persons","Total - all NACE activities","4,097,013.9",""
"2008","BE21","Thousand","Employed persons","Total - all NACE activities","1,199,108.6",""
"2008","BE22","Thousand","Employed persons","Total - all NACE activities","496,028.7",""
"2008","BE23","Thousand","Employed persons","Total - all NACE activities","882,813.1",""
"2008","BE24","Thousand","Employed persons","Total - all NACE activities","688,542.2",""
"2008","BE25","Thousand","Employed persons","Total - all NACE activities","830,521.3",""
"2008","BE3","Thousand","Employed persons","Total - all NACE activities","1,851,557",""
"2008","BE31","Thousand","Employed persons","Total - all NACE activities","227,057",""
"2008","BE32","Thousand","Employed persons","Total - all NACE activities","660,066.8",""
"2008","BE33","Thousand","Employed persons","Total - all NACE activities","571,417.9",""
"2008","BE34","Thousand","Employed persons","Total - all NACE activities","141,352.8",""
"2008","BE35","Thousand","Employed persons","Total - all NACE activities","251,662.5",""
"2008","BEZ","Thousand","Employed persons","Total - all NACE activities","3,969.8",""
"2008","BEZZ","Thousand","Employed persons","Total - all NACE activities","3,969.8",""
"2008","BG","Thousand","Employed persons","Total - all NACE activities","6,460,476.21",""
"2008","BG3","Thousand","Employed persons","Total - all NACE activities","3,094,775.8",""
"2008","BG31","Thousand","Employed persons","Total - all NACE activities","638,657.61",""
"2008","BG32","Thousand","Employed persons","Total - all NACE activities","721,302.64",""
"2008","BG33","Thousand","Employed persons","Total - all NACE activities","776,689.29",""
"2008","BG34","Thousand","Employed persons","Total - all NACE activities","958,126.26",""
"2008","BG4","Thousand","Employed persons","Total - all NACE activities","3,365,700.41",""
"2008","BG41","Thousand","Employed persons","Total - all NACE activities","2,135,147.29",""
"2008","BG42","Thousand","Employed persons","Total - all NACE activities","1,230,553.12",""
"2008","CZ","Thousand","Employed persons","Total - all NACE activities","9,312,912",""
"2008","CZ0","Thousand","Employed persons","Total - all NACE activities","9,312,912",""
"2008","CZ01","Thousand","Employed persons","Total - all NACE activities","1,711,043",""
"2008","CZ02","Thousand","Employed persons","Total - all NACE activities","1,019,116",""
"2008","CZ03","Thousand","Employed persons","Total - all NACE activities","1,042,647",""
"2008","CZ04","Thousand","Employed persons","Total - all NACE activities","932,698",""
"2008","CZ05","Thousand","Employed persons","Total - all NACE activities","1,243,029",""
"2008","CZ06","Thousand","Employed persons","Total - all NACE activities","1,403,909",""
"2008","CZ07","Thousand","Employed persons","Total - all NACE activities","1,012,547",""
"2008","CZ08","Thousand","Employed persons","Total - all NACE activities","947,923",""
"2008","DK","Thousand","Employed persons","Total - all NACE activities","4,214,185",""
"2008","DK0","Thousand","Employed persons","Total - all NACE activities","4,201,161",""
"2008","DK01","Thousand","Employed persons","Total - all NACE activities","1,448,124",""
"2008","DK02","Thousand","Employed persons","Total - all NACE activities","502,572",""
"2008","DK03","Thousand","Employed persons","Total - all NACE activities","884,358",""
"2008","DK04","Thousand","Employed persons","Total - all NACE activities","946,183",""
"2008","DK05","Thousand","Employed persons","Total - all NACE activities","419,924",""
"2008","DKZ","Thousand","Employed persons","Total - all NACE activities","13,024",""
"2008","DKZZ","Thousand","Employed persons","Total - all NACE activities","13,024",""
"2008","DE","Thousand","Employed persons","Total - all NACE activities","57,950,125",""
"2008","DE1","Thousand","Employed persons","Total - all NACE activities","8,151,194",""
"2008","DE11","Thousand","Employed persons","Total - all NACE activities","3,150,383",""
"2008","DE12","Thousand","Employed persons","Total - all NACE activities","2,071,470",""
"2008","DE13","Thousand","Employed persons","Total - all NACE activities","1,585,116",""
"2008","DE14","Thousand","Employed persons","Total - all NACE activities","1,344,226",""
"2008","DE2","Thousand","Employed persons","Total - all NACE activities","9,584,492",""
"2008","DE21","Thousand","Employed persons","Total - all NACE activities","3,545,492",""
"2008","DE22","Thousand","Employed persons","Total - all NACE activities","858,156",""
"2008","DE23","Thousand","Employed persons","Total - all NACE activities","804,766",""
"2008","DE24","Thousand","Employed persons","Total - all NACE activities","775,384",""
"2008","DE25","Thousand","Employed persons","Total - all NACE activities","1,333,057",""
"2008","DE26","Thousand","Employed persons","Total - all NACE activities","957,727",""
"2008","DE27","Thousand","Employed persons","Total - all NACE activities","1,309,910",""
"2008","DE3","Thousand","Employed persons","Total - all NACE activities","2,397,385",""
"2008","DE30","Thousand","Employed persons","Total - all NACE activities","2,397,385",""
"2008","DE4","Thousand","Employed persons","Total - all NACE activities","1,596,790",""
"2008","DE40","Thousand","Employed persons","Total - all NACE activities","1,596,790",""
"2008","DE5","Thousand","Employed persons","Total - all NACE activities","559,836",""
"2008","DE50","Thousand","Employed persons","Total - all NACE activities","559,836",""
"2008","DE6","Thousand","Employed persons","Total - all NACE activities","1,598,829",""
"2008","DE60","Thousand","Employed persons","Total - all NACE activities","1,598,829",""
"2008","DE7","Thousand","Employed persons","Total - all NACE activities","4,473,034",""
"2008","DE71","Thousand","Employed persons","Total - all NACE activities","2,964,766",""
"2008","DE72","Thousand","Employed persons","Total - all NACE activities","666,678",""
"2008","DE73","Thousand","Employed persons","Total - all NACE activities","841,590",""
"2008","DE8","Thousand","Employed persons","Total - all NACE activities","1,114,323",""
"2008","DE80","Thousand","Employed persons","Total - all NACE activities","1,114,323",""
"2008","DE9","Thousand","Employed persons","Total - all NACE activities","5,111,654",""
"2008","DE91","Thousand","Employed persons","Total - all NACE activities","1,060,413",""
"2008","DE92","Thousand","Employed persons","Total - all NACE activities","1,454,503",""
"2008","DE93","Thousand","Employed persons","Total - all NACE activities","944,656",""
"2008","DE94","Thousand","Employed persons","Total - all NACE activities","1,652,083",""
"2008","DEA","Thousand","Employed persons","Total - all NACE activities","12,146,277",""
"2008","DEA1","Thousand","Employed persons","Total - all NACE activities","3,661,938",""
"2008","DEA2","Thousand","Employed persons","Total - all NACE activities","3,022,211",""
"2008","DEA3","Thousand","Employed persons","Total - all NACE activities","1,622,375",""
"2008","DEA4","Thousand","Employed persons","Total - all NACE activities","1,430,249",""
"2008","DEA5","Thousand","Employed persons","Total - all NACE activities","2,409,504",""
"2008","DEB","Thousand","Employed persons","Total - all NACE activities","2,643,206",""
"2008","DEB1","Thousand","Employed persons","Total - all NACE activities","985,015",""
"2008","DEB2","Thousand","Employed persons","Total - all NACE activities","345,403",""
"2008","DEB3","Thousand","Employed persons","Total - all NACE activities","1,312,788",""
"2008","DEC","Thousand","Employed persons","Total - all NACE activities","714,173",""
"2008","DEC0","Thousand","Employed persons","Total - all NACE activities","714,173",""
"2008","DED","Thousand","Employed persons","Total - all NACE activities","2,921,147",""
"2008","DED2","Thousand","Employed persons","Total - all NACE activities","1,140,590",""
"2008","DED4","Thousand","Employed persons","Total - all NACE activities","1,069,554",""
"2008","DED5","Thousand","Employed persons","Total - all NACE activities","711,003",""
"2008","DEE","Thousand","Employed persons","Total - all NACE activities","1,539,676",""
"2008","DEE0","Thousand","Employed persons","Total - all NACE activities","1,539,676",""
"2008","DEF","Thousand","Employed persons","Total - all NACE activities","1,830,666",""
"2008","DEF0","Thousand","Employed persons","Total - all NACE activities","1,830,666",""
"2008","DEG","Thousand","Employed persons","Total - all NACE activities","1,567,443",""
"2008","DEG0","Thousand","Employed persons","Total - all NACE activities","1,567,443",""
"2008","EE","Thousand","Employed persons","Total - all NACE activities","1,263,504.9",""
"2008","EE0","Thousand","Employed persons","Total - all NACE activities","1,263,504.9",""
"2008","EE00","Thousand","Employed persons","Total - all NACE activities","1,263,504.9",""
"2008","IE","Thousand","Employed persons","Total - all NACE activities","3,926,116.26",""
"2008","IE0","Thousand","Employed persons","Total - all NACE activities","3,926,116.26",""
"2008","IE04","Thousand","Employed persons","Total - all NACE activities","644,197.8",""
"2008","IE05","Thousand","Employed persons","Total - all NACE activities","1,361,511.26",""
"2008","IE06","Thousand","Employed persons","Total - all NACE activities","1,920,407.2",""
"2008","EL","Thousand","Employed persons","Total - all NACE activities","10,228,757.11",""
"2008","EL5","Thousand","Employed persons","Total - all NACE activities","2,687,363.36",""
"2008","EL51","Thousand","Employed persons","Total - all NACE activities","520,373.12",""
"2008","EL52","Thousand","Employed persons","Total - all NACE activities","1,640,035.63",""
"2008","EL53","Thousand","Employed persons","Total - all NACE activities","224,159.34",""
"2008","EL54","Thousand","Employed persons","Total - all NACE activities","302,795.26",""
"2008","EL6","Thousand","Employed persons","Total - all NACE activities","2,476,505.34",""
"2008","EL61","Thousand","Employed persons","Total - all NACE activities","642,984.21",""
"2008","EL62","Thousand","Employed persons","Total - all NACE activities","206,267.46",""
"2008","EL63","Thousand","Employed persons","Total - all NACE activities","594,646.35",""
"2008","EL64","Thousand","Employed persons","Total - all NACE activities","490,487.55",""
"2008","EL65","Thousand","Employed persons","Total - all NACE activities","542,119.77",""
"2008","EL3","Thousand","Employed persons","Total - all NACE activities","3,945,949.97",""
"2008","EL30","Thousand","Employed persons","Total - all NACE activities","3,945,949.97",""
"2008","EL4","Thousand","Employed persons","Total - all NACE activities","1,118,938.44",""
"2008","EL41","Thousand","Employed persons","Total - all NACE activities","166,575.52",""
"2008","EL42","Thousand","Employed persons","Total - all NACE activities","330,714.15",""
"2008","EL43","Thousand","Employed persons","Total - all NACE activities","621,648.78",""
"2008","ES","Thousand","Employed persons","Total - all NACE activities","36,518,637.2",""
"2008","ES1","Thousand","Employed persons","Total - all NACE activities","3,406,039.3",""
"2008","ES11","Thousand","Employed persons","Total - all NACE activities","2,159,572.2",""
"2008","ES12","Thousand","Employed persons","Total - all NACE activities","798,875.3",""
"2008","ES13","Thousand","Employed persons","Total - all NACE activities","447,591.8",""
"2008","ES2","Thousand","Employed persons","Total - all NACE activities","3,838,358.8",""
"2008","ES21","Thousand","Employed persons","Total - all NACE activities","1,874,521.7",""
"2008","ES22","Thousand","Employed persons","Total - all NACE activities","553,235.5",""
"2008","ES23","Thousand","Employed persons","Total - all NACE activities","258,640.6",""
"2008","ES24","Thousand","Employed persons","Total - all NACE activities","1,151,961",""
"2008","ES3","Thousand","Employed persons","Total - all NACE activities","5,841,804.5",""
"2008","ES30","Thousand","Employed persons","Total - all NACE activities","5,841,804.5",""
"2008","ES4","Thousand","Employed persons","Total - all NACE activities","4,108,114.1",""
"2008","ES41","Thousand","Employed persons","Total - all NACE activities","1,937,617.7",""
"2008","ES42","Thousand","Employed persons","Total - all NACE activities","1,459,586.1",""
"2008","ES43","Thousand","Employed persons","Total - all NACE activities","710,910.3",""
"2008","ES5","Thousand","Employed persons","Total - all NACE activities","11,129,396.6",""
"2008","ES51","Thousand","Employed persons","Total - all NACE activities","6,488,474.3",""
"2008","ES52","Thousand","Employed persons","Total - all NACE activities","3,709,905.2",""
"2008","ES53","Thousand","Employed persons","Total - all NACE activities","931,017.1",""
"2008","ES6","Thousand","Employed persons","Total - all NACE activities","6,670,847.6",""
"2008","ES61","Thousand","Employed persons","Total - all NACE activities","5,477,213.3",""
"2008","ES62","Thousand","Employed persons","Total - all NACE activities","1,096,380.6",""
"2008","ES63","Thousand","Employed persons","Total - all NACE activities","50,068.8",""
"2008","ES64","Thousand","Employed persons","Total - all NACE activities","47,184.9",""
"2008","ES7","Thousand","Employed persons","Total - all NACE activities","1,506,719.8",""
"2008","ES70","Thousand","Employed persons","Total - all NACE activities","1,506,719.8",""
"2008","ESZ","Thousand","Employed persons","Total - all NACE activities","17,356.5",""
"2008","ESZZ","Thousand","Employed persons","Total - all NACE activities","17,356.5",""
"2008","FR","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FR1","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FR10","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRB","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRB0","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRC","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRC1","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRC2","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRD","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRD1","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRD2","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRE","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRE1","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRE2","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRF","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRF1","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRF2","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRF3","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRG","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRG0","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRH","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRH0","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRI","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRI1","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRI2","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRI3","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRJ","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRJ1","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRJ2","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRK","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRK1","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRK2","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRL","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRL0","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRM","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRM0","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRY","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRY1","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRY2","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRY3","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRY4","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","FRY5","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","HR","Thousand","Employed persons","Total - all NACE activities","3,439,112.55",""
"2008","HR0","Thousand","Employed persons","Total - all NACE activities","3,439,112.55",""
"2008","HR03","Thousand","Employed persons","Total - all NACE activities","1,072,936.57",""
"2008","HR04","Thousand","Employed persons","Total - all NACE activities","2,366,175.98",""
"2008","IT","Thousand","Employed persons","Total - all NACE activities","45,806,813.2",""
"2008","ITC","Thousand","Employed persons","Total - all NACE activities","13,261,278.2",""
"2008","ITC1","Thousand","Employed persons","Total - all NACE activities","3,475,260.3",""
"2008","ITC2","Thousand","Employed persons","Total - all NACE activities","115,739.8",""
"2008","ITC3","Thousand","Employed persons","Total - all NACE activities","1,217,710.3",""
"2008","ITC4","Thousand","Employed persons","Total - all NACE activities","8,452,567.8",""
"2008","ITH","Thousand","Employed persons","Total - all NACE activities","9,765,700.2",""
"2008","ITH1","Thousand","Employed persons","Total - all NACE activities","487,878.8",""
"2008","ITH2","Thousand","Employed persons","Total - all NACE activities","446,661.8",""
"2008","ITH3","Thousand","Employed persons","Total - all NACE activities","4,013,286.3",""
"2008","ITH4","Thousand","Employed persons","Total - all NACE activities","999,070",""
"2008","ITH5","Thousand","Employed persons","Total - all NACE activities","3,818,803.3",""
"2008","ITI","Thousand","Employed persons","Total - all NACE activities","9,505,483.2",""
"2008","ITI1","Thousand","Employed persons","Total - all NACE activities","3,037,239.9",""
"2008","ITI2","Thousand","Employed persons","Total - all NACE activities","686,532.3",""
"2008","ITI3","Thousand","Employed persons","Total - all NACE activities","1,224,966.5",""
"2008","ITI4","Thousand","Employed persons","Total - all NACE activities","4,556,744.5",""
"2008","ITF","Thousand","Employed persons","Total - all NACE activities","9,109,057.3",""
"2008","ITF1","Thousand","Employed persons","Total - all NACE activities","992,794.5",""
"2008","ITF2","Thousand","Employed persons","Total - all NACE activities","223,192.9",""
"2008","ITF3","Thousand","Employed persons","Total - all NACE activities","3,649,049.9",""
"2008","ITF4","Thousand","Employed persons","Total - all NACE activities","2,593,446.4",""
"2008","ITF5","Thousand","Employed persons","Total - all NACE activities","395,598.7",""
"2008","ITF6","Thousand","Employed persons","Total - all NACE activities","1,254,974.9",""
"2008","ITG","Thousand","Employed persons","Total - all NACE activities","4,151,117.3",""
"2008","ITG1","Thousand","Employed persons","Total - all NACE activities","2,994,273.4",""
"2008","ITG2","Thousand","Employed persons","Total - all NACE activities","1,156,843.9",""
"2008","ITZ","Thousand","Employed persons","Total - all NACE activities","14,177",""
"2008","ITZZ","Thousand","Employed persons","Total - all NACE activities","14,177",""
"2008","CY","Thousand","Employed persons","Total - all NACE activities","759,607.57",""
"2008","CY0","Thousand","Employed persons","Total - all NACE activities","759,607.57",""
"2008","CY00","Thousand","Employed persons","Total - all NACE activities","759,607.57",""
"2008","LV","Thousand","Employed persons","Total - all NACE activities","2,112,513",""
"2008","LV0","Thousand","Employed persons","Total - all NACE activities","2,112,513",""
"2008","LV00","Thousand","Employed persons","Total - all NACE activities","2,112,513",""
"2008","LT","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","LT0","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","LT01","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","LT02","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","LU","Thousand","Employed persons","Total - all NACE activities","547,592.9",""
"2008","LU0","Thousand","Employed persons","Total - all NACE activities","547,592.9",""
"2008","LU00","Thousand","Employed persons","Total - all NACE activities","547,592.9",""
"2008","HU","Thousand","Employed persons","Total - all NACE activities","8,155,848",""
"2008","HU1","Thousand","Employed persons","Total - all NACE activities","3,551,330.13",""
"2008","HU11","Thousand","Employed persons","Total - all NACE activities","2,732,946.57",""
"2008","HU12","Thousand","Employed persons","Total - all NACE activities","818,383.56",""
"2008","HU2","Thousand","Employed persons","Total - all NACE activities","2,239,082.32",""
"2008","HU21","Thousand","Employed persons","Total - all NACE activities","826,227.02",""
"2008","HU22","Thousand","Employed persons","Total - all NACE activities","819,035.3",""
"2008","HU23","Thousand","Employed persons","Total - all NACE activities","593,820",""
"2008","HU3","Thousand","Employed persons","Total - all NACE activities","2,365,435.55",""
"2008","HU31","Thousand","Employed persons","Total - all NACE activities","678,155.47",""
"2008","HU32","Thousand","Employed persons","Total - all NACE activities","847,488.16",""
"2008","HU33","Thousand","Employed persons","Total - all NACE activities","839,791.92",""
"2008","HUZ","Thousand","Employed persons","Total - all NACE activities","0",""
"2008","HUZZ","Thousand","Employed persons","Total - all NACE activities","0",""
"2008","MT","Thousand","Employed persons","Total - all NACE activities","348,109.49",""
"2008","MT0","Thousand","Employed persons","Total - all NACE activities","348,109.49",""
"2008","MT00","Thousand","Employed persons","Total - all NACE activities","348,109.49",""
"2008","MTZ","Thousand","Employed persons","Total - all NACE activities","0",""
"2008","MTZZ","Thousand","Employed persons","Total - all NACE activities","0",""
"2008","NL","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL1","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL11","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL12","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL13","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL2","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL21","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL22","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL23","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL3","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL31","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL32","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL33","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL34","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL4","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL41","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NL42","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NLZ","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","NLZZ","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","AT","Thousand","Employed persons","Total - all NACE activities","7,021,830",""
"2008","AT1","Thousand","Employed persons","Total - all NACE activities","2,918,930",""
"2008","AT11","Thousand","Employed persons","Total - all NACE activities","192,780",""
"2008","AT12","Thousand","Employed persons","Total - all NACE activities","1,156,350",""
"2008","AT13","Thousand","Employed persons","Total - all NACE activities","1,569,790",""
"2008","AT2","Thousand","Employed persons","Total - all NACE activities","1,480,410",""
"2008","AT21","Thousand","Employed persons","Total - all NACE activities","457,410",""
"2008","AT22","Thousand","Employed persons","Total - all NACE activities","1,023,010",""
"2008","AT3","Thousand","Employed persons","Total - all NACE activities","2,621,220",""
"2008","AT31","Thousand","Employed persons","Total - all NACE activities","1,189,330",""
"2008","AT32","Thousand","Employed persons","Total - all NACE activities","511,360",""
"2008","AT33","Thousand","Employed persons","Total - all NACE activities","630,650",""
"2008","AT34","Thousand","Employed persons","Total - all NACE activities","289,890",""
"2008","ATZ","Thousand","Employed persons","Total - all NACE activities","1,270",""
"2008","ATZZ","Thousand","Employed persons","Total - all NACE activities","1,270",""
"2008","PL","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL2","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL21","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL22","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL4","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL41","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL42","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL43","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL5","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL51","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL52","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL6","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL61","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL62","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL63","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL7","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL71","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL72","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL8","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL81","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL82","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL84","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL9","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL91","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PL92","Thousand","Employed persons","Total - all NACE activities",":",""
"2008","PT","Thousand","Employed persons","Total - all NACE activities","9,585,655.22",""
"2008","PT1","Thousand","Employed persons","Total - all NACE activities","9,139,458.07",""
"2008","PT11","Thousand","Employed persons","Total - all NACE activities","3,235,466.25",""
"2008","PT15","Thousand","Employed persons","Total - all NACE activities","426,863.12",""
"2008","PT16","Thousand","Employed persons","Total - all NACE activities","2,107,265.88",""
"2008","PT17","Thousand","Employed persons","Total - all NACE activities","2,761,953.44",""
"2008","PT18","Thousand","Employed persons","Total - all NACE activities","607,909.38",""
"2008","PT2","Thousand","Employed persons","Total - all NACE activities","208,585.78",""
"2008","PT20","Thousand","Employed persons","Total - all NACE activities","208,585.78",""
"2008","PT3","Thousand","Employed persons","Total - all NACE activities","235,165.28",""
"2008","PT30","Thousand","Employed persons","Total - all NACE activities","235,165.28",""
"2008","PTZ","Thousand","Employed persons","Total - all NACE activities","2,446.08",""
"2008","PTZZ","Thousand","Employed persons","Total - all NACE activities","2,446.08",""
"2008","RO","Thousand","Employed persons","Total - all NACE activities","17,593,168.7",""
"2008","RO1","Thousand","Employed persons","Total - all NACE activities","4,108,010.6",""
"2008","RO11","Thousand","Employed persons","Total - all NACE activities","2,098,252.9",""
"2008","RO12","Thousand","Employed persons","Total - all NACE activities","2,009,757.7",""
"2008","RO2","Thousand","Employed persons","Total - all NACE activities","5,225,159.9",""
"2008","RO21","Thousand","Employed persons","Total - all NACE activities","3,060,759.1",""
"2008","RO22","Thousand","Employed persons","Total - all NACE activities","2,164,400.7",""
"2008","RO3","Thousand","Employed persons","Total - all NACE activities","4,871,427.4",""
"2008","RO31","Thousand","Employed persons","Total - all NACE activities","2,714,138.4",""
"2008","RO32","Thousand","Employed persons","Total - all NACE activities","2,157,289",""
"2008","RO4","Thousand","Employed persons","Total - all NACE activities","3,388,570.9",""
"2008","RO41","Thousand","Employed persons","Total - all NACE activities","1,842,211.2",""
"2008","RO42","Thousand","Employed persons","Total - all NACE activities","1,546,359.7",""
"2008","SI","Thousand","Employed persons","Total - all NACE activities","1,675,019.48",""
"2008","SI0","Thousand","Employed persons","Total - all NACE activities","1,675,019.48",""
"2008","SI03","Thousand","Employed persons","Total - all NACE activities","834,611.99",""
"2008","SI04","Thousand","Employed persons","Total - all NACE activities","840,407.49",""
"2008","SK","Thousand","Employed persons","Total - all NACE activities","4,029,924",""
"2008","SK0","Thousand","Employed persons","Total - all NACE activities","4,029,924",""
"2008","SK01","Thousand","Employed persons","Total - all NACE activities","779,703",""
"2008","SK02","Thousand","Employed persons","Total - all NACE activities","1,393,004",""
"2008","SK03","Thousand","Employed persons","Total - all NACE activities","929,511",""
"2008","SK04","Thousand","Employed persons","Total - all NACE activities","927,706",""
"2008","FI","Thousand","Employed persons","Total - all NACE activities","4,316,900",""
"2008","FI1","Thousand","Employed persons","Total - all NACE activities","4,281,127.19",""
"2008","FI19","Thousand","Employed persons","Total - all NACE activities","1,055,317.41",""
"2008","FI1B","Thousand","Employed persons","Total - all NACE activities","1,389,826.38",""
"2008","FI1C","Thousand","Employed persons","Total - all NACE activities","887,972.82",""
"2008","FI1D","Thousand","Employed persons","Total - all NACE activities","948,010.58",""
"2008","FI2","Thousand","Employed persons","Total - all NACE activities","31,112.53",""
"2008","FI20","Thousand","Employed persons","Total - all NACE activities","31,112.53",""
"2008","FIZ","Thousand","Employed persons","Total - all NACE activities","4,660.29",""
"2008","FIZZ","Thousand","Employed persons","Total - all NACE activities","4,660.29",""
"2008","SE","Thousand","Employed persons","Total - all NACE activities","7,381,300",""
"2008","SE1","Thousand","Employed persons","Total - all NACE activities","2,886,760",""
"2008","SE11","Thousand","Employed persons","Total - all NACE activities","1,742,910",""
"2008","SE12","Thousand","Employed persons","Total - all NACE activities","1,143,850",""
"2008","SE2","Thousand","Employed persons","Total - all NACE activities","3,190,960",""
"2008","SE21","Thousand","Employed persons","Total - all NACE activities","667,970",""
"2008","SE22","Thousand","Employed persons","Total - all NACE activities","1,026,480",""
"2008","SE23","Thousand","Employed persons","Total - all NACE activities","1,496,510",""
"2008","SE3","Thousand","Employed persons","Total - all NACE activities","1,302,210",""
"2008","SE31","Thousand","Employed persons","Total - all NACE activities","622,150",""
"2008","SE32","Thousand","Employed persons","Total - all NACE activities","287,100",""
"2008","SE33","Thousand","Employed persons","Total - all NACE activities","392,960",""
"2008","SEZ","Thousand","Employed persons","Total - all NACE activities","1,370",""
"2008","SEZZ","Thousand","Employed persons","Total - all NACE activities","1,370",""
"2008","UK","Thousand","Employed persons","Total - all NACE activities","48,798,582",""
