"TIME","GEO","UNIT","WSTATUS","NACE_R2","Value","Flag and Footnotes"
"2009","ITC","Thousand","Employed persons","Total - all NACE activities","12,819,412.2",""
"2009","ITC1","Thousand","Employed persons","Total - all NACE activities","3,359,345.7",""
"2009","ITC2","Thousand","Employed persons","Total - all NACE activities","114,153.8",""
"2009","ITC3","Thousand","Employed persons","Total - all NACE activities","1,190,023.5",""
"2009","ITC4","Thousand","Employed persons","Total - all NACE activities","8,155,889.2",""
"2009","ITH","Thousand","Employed persons","Total - all NACE activities","9,413,914.6",""
"2009","ITH1","Thousand","Employed persons","Total - all NACE activities","486,085.1",""
"2009","ITH2","Thousand","Employed persons","Total - all NACE activities","444,498.3",""
"2009","ITH3","Thousand","Employed persons","Total - all NACE activities","3,836,407.9",""
"2009","ITH4","Thousand","Employed persons","Total - all NACE activities","950,204",""
"2009","ITH5","Thousand","Employed persons","Total - all NACE activities","3,696,719.3",""
"2009","ITI","Thousand","Employed persons","Total - all NACE activities","9,279,705.3",""
"2009","ITI1","Thousand","Employed persons","Total - all NACE activities","2,952,614",""
"2009","ITI2","Thousand","Employed persons","Total - all NACE activities","654,074.1",""
"2009","ITI3","Thousand","Employed persons","Total - all NACE activities","1,185,776.3",""
"2009","ITI4","Thousand","Employed persons","Total - all NACE activities","4,487,240.9",""
"2009","ITF","Thousand","Employed persons","Total - all NACE activities","8,689,118.9",""
"2009","ITF1","Thousand","Employed persons","Total - all NACE activities","946,068.3",""
"2009","ITF2","Thousand","Employed persons","Total - all NACE activities","212,316.4",""
"2009","ITF3","Thousand","Employed persons","Total - all NACE activities","3,485,207.7",""
"2009","ITF4","Thousand","Employed persons","Total - all NACE activities","2,458,851.4",""
"2009","ITF5","Thousand","Employed persons","Total - all NACE activities","374,502.6",""
"2009","ITF6","Thousand","Employed persons","Total - all NACE activities","1,212,172.5",""
"2009","ITG","Thousand","Employed persons","Total - all NACE activities","4,042,887.5",""
"2009","ITG1","Thousand","Employed persons","Total - all NACE activities","2,931,147",""
"2009","ITG2","Thousand","Employed persons","Total - all NACE activities","1,111,740.5",""
"2009","ITZ","Thousand","Employed persons","Total - all NACE activities","14,203.1",""
"2009","ITZZ","Thousand","Employed persons","Total - all NACE activities","14,203.1",""
"2009","CY","Thousand","Employed persons","Total - all NACE activities","754,900.76",""
"2009","CY0","Thousand","Employed persons","Total - all NACE activities","754,900.76",""
"2009","CY00","Thousand","Employed persons","Total - all NACE activities","754,900.76",""
"2009","LV","Thousand","Employed persons","Total - all NACE activities","1,764,264",""
"2009","LV0","Thousand","Employed persons","Total - all NACE activities","1,764,264",""
"2009","LV00","Thousand","Employed persons","Total - all NACE activities","1,764,264",""
"2009","LT","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","LT0","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","LT01","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","LT02","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","LU","Thousand","Employed persons","Total - all NACE activities","535,495.7",""
"2009","LU0","Thousand","Employed persons","Total - all NACE activities","535,495.7",""
"2009","LU00","Thousand","Employed persons","Total - all NACE activities","535,495.7",""
"2009","HU","Thousand","Employed persons","Total - all NACE activities","7,877,606",""
"2009","HU1","Thousand","Employed persons","Total - all NACE activities","3,383,783.11",""
"2009","HU11","Thousand","Employed persons","Total - all NACE activities","2,613,468.99",""
"2009","HU12","Thousand","Employed persons","Total - all NACE activities","770,314.12",""
"2009","HU2","Thousand","Employed persons","Total - all NACE activities","2,152,312.5",""
"2009","HU21","Thousand","Employed persons","Total - all NACE activities","792,963.44",""
"2009","HU22","Thousand","Employed persons","Total - all NACE activities","771,809.9",""
"2009","HU23","Thousand","Employed persons","Total - all NACE activities","587,539.15",""
"2009","HU3","Thousand","Employed persons","Total - all NACE activities","2,341,510.4",""
"2009","HU31","Thousand","Employed persons","Total - all NACE activities","670,760.61",""
"2009","HU32","Thousand","Employed persons","Total - all NACE activities","854,238.76",""
"2009","HU33","Thousand","Employed persons","Total - all NACE activities","816,511.03",""
"2009","HUZ","Thousand","Employed persons","Total - all NACE activities","0",""
"2009","HUZZ","Thousand","Employed persons","Total - all NACE activities","0",""
"2009","MT","Thousand","Employed persons","Total - all NACE activities","349,113.36",""
"2009","MT0","Thousand","Employed persons","Total - all NACE activities","349,113.36",""
"2009","MT00","Thousand","Employed persons","Total - all NACE activities","349,113.36",""
"2009","MTZ","Thousand","Employed persons","Total - all NACE activities","0",""
"2009","MTZZ","Thousand","Employed persons","Total - all NACE activities","0",""
"2009","NL","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL1","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL11","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL12","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL13","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL2","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL21","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL22","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL23","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL3","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL31","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL32","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL33","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL34","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL4","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL41","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NL42","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NLZ","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","NLZZ","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","AT","Thousand","Employed persons","Total - all NACE activities","6,805,230",""
"2009","AT1","Thousand","Employed persons","Total - all NACE activities","2,842,710",""
"2009","AT11","Thousand","Employed persons","Total - all NACE activities","188,200",""
"2009","AT12","Thousand","Employed persons","Total - all NACE activities","1,123,230",""
"2009","AT13","Thousand","Employed persons","Total - all NACE activities","1,531,280",""
"2009","AT2","Thousand","Employed persons","Total - all NACE activities","1,420,460",""
"2009","AT21","Thousand","Employed persons","Total - all NACE activities","440,250",""
"2009","AT22","Thousand","Employed persons","Total - all NACE activities","980,210",""
"2009","AT3","Thousand","Employed persons","Total - all NACE activities","2,540,710",""
"2009","AT31","Thousand","Employed persons","Total - all NACE activities","1,145,480",""
"2009","AT32","Thousand","Employed persons","Total - all NACE activities","498,820",""
"2009","AT33","Thousand","Employed persons","Total - all NACE activities","613,780",""
"2009","AT34","Thousand","Employed persons","Total - all NACE activities","282,630",""
"2009","ATZ","Thousand","Employed persons","Total - all NACE activities","1,350",""
"2009","ATZZ","Thousand","Employed persons","Total - all NACE activities","1,350",""
"2009","PL","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL2","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL21","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL22","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL4","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL41","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL42","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL43","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL5","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL51","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL52","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL6","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL61","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL62","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL63","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL7","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL71","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL72","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL8","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL81","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL82","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL84","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL9","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL91","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PL92","Thousand","Employed persons","Total - all NACE activities",":",""
"2009","PT","Thousand","Employed persons","Total - all NACE activities","9,325,443.44",""
"2009","PT1","Thousand","Employed persons","Total - all NACE activities","8,884,294.52",""
"2009","PT11","Thousand","Employed persons","Total - all NACE activities","3,128,034.71",""
"2009","PT15","Thousand","Employed persons","Total - all NACE activities","411,254.86",""
"2009","PT16","Thousand","Employed persons","Total - all NACE activities","2,039,872.05",""
"2009","PT17","Thousand","Employed persons","Total - all NACE activities","2,718,686.42",""
"2009","PT18","Thousand","Employed persons","Total - all NACE activities","586,446.48",""
"2009","PT2","Thousand","Employed persons","Total - all NACE activities","205,967.91",""
"2009","PT20","Thousand","Employed persons","Total - all NACE activities","205,967.91",""
"2009","PT3","Thousand","Employed persons","Total - all NACE activities","228,788.39",""
"2009","PT30","Thousand","Employed persons","Total - all NACE activities","228,788.39",""
"2009","PTZ","Thousand","Employed persons","Total - all NACE activities","6,392.63",""
"2009","PTZZ","Thousand","Employed persons","Total - all NACE activities","6,392.63",""
"2009","RO","Thousand","Employed persons","Total - all NACE activities","17,148,741.8",""
"2009","RO1","Thousand","Employed persons","Total - all NACE activities","4,029,928.3",""
"2009","RO11","Thousand","Employed persons","Total - all NACE activities","2,187,174.7",""
"2009","RO12","Thousand","Employed persons","Total - all NACE activities","1,842,753.6",""
"2009","RO2","Thousand","Employed persons","Total - all NACE activities","5,022,517",""
"2009","RO21","Thousand","Employed persons","Total - all NACE activities","2,995,071",""
"2009","RO22","Thousand","Employed persons","Total - all NACE activities","2,027,446.1",""
"2009","RO3","Thousand","Employed persons","Total - all NACE activities","4,682,874.8",""
"2009","RO31","Thousand","Employed persons","Total - all NACE activities","2,407,317.9",""
"2009","RO32","Thousand","Employed persons","Total - all NACE activities","2,275,556.9",""
"2009","RO4","Thousand","Employed persons","Total - all NACE activities","3,413,421.6",""
"2009","RO41","Thousand","Employed persons","Total - all NACE activities","1,861,193.5",""
"2009","RO42","Thousand","Employed persons","Total - all NACE activities","1,552,228.1",""
"2009","SI","Thousand","Employed persons","Total - all NACE activities","1,650,044.47",""
"2009","SI0","Thousand","Employed persons","Total - all NACE activities","1,650,044.47",""
"2009","SI03","Thousand","Employed persons","Total - all NACE activities","809,692.09",""
"2009","SI04","Thousand","Employed persons","Total - all NACE activities","840,352.38",""
"2009","SK","Thousand","Employed persons","Total - all NACE activities","3,922,370",""
"2009","SK0","Thousand","Employed persons","Total - all NACE activities","3,922,370",""
"2009","SK01","Thousand","Employed persons","Total - all NACE activities","799,880",""
"2009","SK02","Thousand","Employed persons","Total - all NACE activities","1,334,374",""
"2009","SK03","Thousand","Employed persons","Total - all NACE activities","900,354",""
"2009","SK04","Thousand","Employed persons","Total - all NACE activities","887,762",""
"2009","FI","Thousand","Employed persons","Total - all NACE activities","4,153,300",""
"2009","FI1","Thousand","Employed persons","Total - all NACE activities","4,118,933.56",""
"2009","FI19","Thousand","Employed persons","Total - all NACE activities","1,021,565.27",""
"2009","FI1B","Thousand","Employed persons","Total - all NACE activities","1,326,530.89",""
"2009","FI1C","Thousand","Employed persons","Total - all NACE activities","856,481.04",""
"2009","FI1D","Thousand","Employed persons","Total - all NACE activities","914,356.36",""
"2009","FI2","Thousand","Employed persons","Total - all NACE activities","29,485.94",""
"2009","FI20","Thousand","Employed persons","Total - all NACE activities","29,485.94",""
"2009","FIZ","Thousand","Employed persons","Total - all NACE activities","4,880.5",""
"2009","FIZZ","Thousand","Employed persons","Total - all NACE activities","4,880.5",""
"2009","SE","Thousand","Employed persons","Total - all NACE activities","7,168,440",""
"2009","SE1","Thousand","Employed persons","Total - all NACE activities","2,834,780",""
"2009","SE11","Thousand","Employed persons","Total - all NACE activities","1,727,690",""
"2009","SE12","Thousand","Employed persons","Total - all NACE activities","1,107,090",""
"2009","SE2","Thousand","Employed persons","Total - all NACE activities","3,080,090",""
"2009","SE21","Thousand","Employed persons","Total - all NACE activities","637,810",""
"2009","SE22","Thousand","Employed persons","Total - all NACE activities","999,520",""
"2009","SE23","Thousand","Employed persons","Total - all NACE activities","1,442,760",""
"2009","SE3","Thousand","Employed persons","Total - all NACE activities","1,252,100",""
"2009","SE31","Thousand","Employed persons","Total - all NACE activities","595,930",""
"2009","SE32","Thousand","Employed persons","Total - all NACE activities","276,870",""
"2009","SE33","Thousand","Employed persons","Total - all NACE activities","379,300",""
"2009","SEZ","Thousand","Employed persons","Total - all NACE activities","1,470",""
"2009","SEZZ","Thousand","Employed persons","Total - all NACE activities","1,470",""
"2009","UK","Thousand","Employed persons","Total - all NACE activities","47,854,660",""
"2009","UKC","Thousand","Employed persons","Total - all NACE activities","1,754,115",""
"2009","UKC1","Thousand","Employed persons","Total - all NACE activities","734,709",""
"2009","UKC2","Thousand","Employed persons","Total - all NACE activities","1,019,406",""
"2009","UKD","Thousand","Employed persons","Total - all NACE activities","5,085,719",""
"2009","UKD1","Thousand","Employed persons","Total - all NACE activities","392,557",""
"2009","UKD3","Thousand","Employed persons","Total - all NACE activities","1,949,423",""
"2009","UKD4","Thousand","Employed persons","Total - all NACE activities","1,038,834",""
"2009","UKD6","Thousand","Employed persons","Total - all NACE activities","738,365",""
"2009","UKD7","Thousand","Employed persons","Total - all NACE activities","966,540",""
"2009","UKE","Thousand","Employed persons","Total - all NACE activities","3,791,625",""
"2009","UKE1","Thousand","Employed persons","Total - all NACE activities","638,572",""
"2009","UKE2","Thousand","Employed persons","Total - all NACE activities","639,936",""
"2009","UKE3","Thousand","Employed persons","Total - all NACE activities","887,684",""
"2009","UKE4","Thousand","Employed persons","Total - all NACE activities","1,625,434",""
"2009","UKF","Thousand","Employed persons","Total - all NACE activities","3,238,132",""
"2009","UKF1","Thousand","Employed persons","Total - all NACE activities","1,485,327",""
"2009","UKF2","Thousand","Employed persons","Total - all NACE activities","1,282,381",""
"2009","UKF3","Thousand","Employed persons","Total - all NACE activities","470,424",""
"2009","UKG","Thousand","Employed persons","Total - all NACE activities","3,996,459",""
"2009","UKG1","Thousand","Employed persons","Total - all NACE activities","997,571",""
"2009","UKG2","Thousand","Employed persons","Total - all NACE activities","1,091,926",""
"2009","UKG3","Thousand","Employed persons","Total - all NACE activities","1,906,962",""
"2009","UKH","Thousand","Employed persons","Total - all NACE activities","4,229,512",""
"2009","UKH1","Thousand","Employed persons","Total - all NACE activities","1,717,922",""
"2009","UKH2","Thousand","Employed persons","Total - all NACE activities","1,337,615",""
"2009","UKH3","Thousand","Employed persons","Total - all NACE activities","1,173,975",""
"2009","UKI","Thousand","Employed persons","Total - all NACE activities","7,805,807",""
"2009","UKI3","Thousand","Employed persons","Total - all NACE activities","2,916,778",""
"2009","UKI4","Thousand","Employed persons","Total - all NACE activities","1,813,968",""
"2009","UKI5","Thousand","Employed persons","Total - all NACE activities","858,353",""
"2009","UKI6","Thousand","Employed persons","Total - all NACE activities","809,277",""
"2009","UKI7","Thousand","Employed persons","Total - all NACE activities","1,407,431",""
"2009","UKJ","Thousand","Employed persons","Total - all NACE activities","6,533,215",""
"2009","UKJ1","Thousand","Employed persons","Total - all NACE activities","1,981,120",""
"2009","UKJ2","Thousand","Employed persons","Total - all NACE activities","2,026,270",""
"2009","UKJ3","Thousand","Employed persons","Total - all NACE activities","1,442,350",""
"2009","UKJ4","Thousand","Employed persons","Total - all NACE activities","1,083,475",""
"2009","UKK","Thousand","Employed persons","Total - all NACE activities","4,006,534",""
"2009","UKK1","Thousand","Employed persons","Total - all NACE activities","1,891,628",""
"2009","UKK2","Thousand","Employed persons","Total - all NACE activities","922,079",""
"2009","UKK3","Thousand","Employed persons","Total - all NACE activities","361,834",""
"2009","UKK4","Thousand","Employed persons","Total - all NACE activities","830,993",""
"2009","UKL","Thousand","Employed persons","Total - all NACE activities","2,078,416",""
"2009","UKL1","Thousand","Employed persons","Total - all NACE activities","1,191,546",""
"2009","UKL2","Thousand","Employed persons","Total - all NACE activities","886,870",""
"2009","UKM","Thousand","Employed persons","Total - all NACE activities","4,024,430",""
"2009","UKM5","Thousand","Employed persons","Total - all NACE activities","457,081",""
"2009","UKM6","Thousand","Employed persons","Total - all NACE activities","373,016",""
"2009","UKM7","Thousand","Employed persons","Total - all NACE activities","1,420,534",""
"2009","UKM8","Thousand","Employed persons","Total - all NACE activities","1,185,170",""
"2009","UKM9","Thousand","Employed persons","Total - all NACE activities","588,629",""
"2009","UKN","Thousand","Employed persons","Total - all NACE activities","1,310,697",""
"2009","UKN0","Thousand","Employed persons","Total - all NACE activities","1,310,697",""
"2009","UKZ","Thousand","Employed persons","Total - all NACE activities","0",""
"2009","UKZZ","Thousand","Employed persons","Total - all NACE activities","0",""
"2010","BE","Thousand","Employed persons","Total - all NACE activities","6,916,124.1",""
"2010","BE1","Thousand","Employed persons","Total - all NACE activities","1,029,158",""
"2010","BE10","Thousand","Employed persons","Total - all NACE activities","1,029,158",""
"2010","BE2","Thousand","Employed persons","Total - all NACE activities","4,045,679.4",""
"2010","BE21","Thousand","Employed persons","Total - all NACE activities","1,200,730.9",""
"2010","BE22","Thousand","Employed persons","Total - all NACE activities","496,141.1",""
"2010","BE23","Thousand","Employed persons","Total - all NACE activities","868,305",""
"2010","BE24","Thousand","Employed persons","Total - all NACE activities","673,946.4",""
"2010","BE25","Thousand","Employed persons","Total - all NACE activities","806,555.9",""
"2010","BE3","Thousand","Employed persons","Total - all NACE activities","1,836,705.4",""
"2010","BE31","Thousand","Employed persons","Total - all NACE activities","227,278.1",""
"2010","BE32","Thousand","Employed persons","Total - all NACE activities","651,500",""
"2010","BE33","Thousand","Employed persons","Total - all NACE activities","565,262.5",""
"2010","BE34","Thousand","Employed persons","Total - all NACE activities","137,382.1",""
"2010","BE35","Thousand","Employed persons","Total - all NACE activities","255,282.8",""
"2010","BEZ","Thousand","Employed persons","Total - all NACE activities","4,581.4",""
"2010","BEZZ","Thousand","Employed persons","Total - all NACE activities","4,581.4",""
"2010","BG","Thousand","Employed persons","Total - all NACE activities","5,927,815.06",""
"2010","BG3","Thousand","Employed persons","Total - all NACE activities","2,723,903.4",""
"2010","BG31","Thousand","Employed persons","Total - all NACE activities","537,164.98",""
"2010","BG32","Thousand","Employed persons","Total - all NACE activities","629,564.31",""
"2010","BG33","Thousand","Employed persons","Total - all NACE activities","740,677.11",""
"2010","BG34","Thousand","Employed persons","Total - all NACE activities","816,497.01",""
"2010","BG4","Thousand","Employed persons","Total - all NACE activities","3,203,911.66",""
"2010","BG41","Thousand","Employed persons","Total - all NACE activities","2,068,223.7",""
"2010","BG42","Thousand","Employed persons","Total - all NACE activities","1,135,687.96",""
"2010","CZ","Thousand","Employed persons","Total - all NACE activities","9,100,506",""
"2010","CZ0","Thousand","Employed persons","Total - all NACE activities","9,100,506",""
"2010","CZ01","Thousand","Employed persons","Total - all NACE activities","1,664,521",""
"2010","CZ02","Thousand","Employed persons","Total - all NACE activities","1,012,672",""
"2010","CZ03","Thousand","Employed persons","Total - all NACE activities","1,034,493",""
"2010","CZ04","Thousand","Employed persons","Total - all NACE activities","887,504",""
"2010","CZ05","Thousand","Employed persons","Total - all NACE activities","1,220,121",""
"2010","CZ06","Thousand","Employed persons","Total - all NACE activities","1,402,879",""
"2010","CZ07","Thousand","Employed persons","Total - all NACE activities","956,894",""
"2010","CZ08","Thousand","Employed persons","Total - all NACE activities","921,422",""
"2010","DK","Thousand","Employed persons","Total - all NACE activities","3,965,191",""
"2010","DK0","Thousand","Employed persons","Total - all NACE activities","3,953,920",""
"2010","DK01","Thousand","Employed persons","Total - all NACE activities","1,391,035",""
"2010","DK02","Thousand","Employed persons","Total - all NACE activities","464,466",""
"2010","DK03","Thousand","Employed persons","Total - all NACE activities","817,262",""
"2010","DK04","Thousand","Employed persons","Total - all NACE activities","888,583",""
"2010","DK05","Thousand","Employed persons","Total - all NACE activities","392,574",""
"2010","DKZ","Thousand","Employed persons","Total - all NACE activities","11,271",""
"2010","DKZZ","Thousand","Employed persons","Total - all NACE activities","11,271",""
"2010","DE","Thousand","Employed persons","Total - all NACE activities","57,012,708",""
"2010","DE1","Thousand","Employed persons","Total - all NACE activities","7,835,352",""
"2010","DE11","Thousand","Employed persons","Total - all NACE activities","3,006,171",""
"2010","DE12","Thousand","Employed persons","Total - all NACE activities","2,002,418",""
"2010","DE13","Thousand","Employed persons","Total - all NACE activities","1,529,524",""
"2010","DE14","Thousand","Employed persons","Total - all NACE activities","1,297,240",""
"2010","DE2","Thousand","Employed persons","Total - all NACE activities","9,462,921",""
"2010","DE21","Thousand","Employed persons","Total - all NACE activities","3,522,028",""
"2010","DE22","Thousand","Employed persons","Total - all NACE activities","851,564",""
"2010","DE23","Thousand","Employed persons","Total - all NACE activities","794,072",""
"2010","DE24","Thousand","Employed persons","Total - all NACE activities","761,861",""
"2010","DE25","Thousand","Employed persons","Total - all NACE activities","1,304,246",""
"2010","DE26","Thousand","Employed persons","Total - all NACE activities","937,274",""
"2010","DE27","Thousand","Employed persons","Total - all NACE activities","1,291,876",""
"2010","DE3","Thousand","Employed persons","Total - all NACE activities","2,428,509",""
"2010","DE30","Thousand","Employed persons","Total - all NACE activities","2,428,509",""
"2010","DE4","Thousand","Employed persons","Total - all NACE activities","1,594,520",""
"2010","DE40","Thousand","Employed persons","Total - all NACE activities","1,594,520",""
"2010","DE5","Thousand","Employed persons","Total - all NACE activities","545,566",""
"2010","DE50","Thousand","Employed persons","Total - all NACE activities","545,566",""
"2010","DE6","Thousand","Employed persons","Total - all NACE activities","1,608,329",""
"2010","DE60","Thousand","Employed persons","Total - all NACE activities","1,608,329",""
"2010","DE7","Thousand","Employed persons","Total - all NACE activities","4,421,642",""
"2010","DE71","Thousand","Employed persons","Total - all NACE activities","2,924,773",""
"2010","DE72","Thousand","Employed persons","Total - all NACE activities","656,014",""
"2010","DE73","Thousand","Employed persons","Total - all NACE activities","840,855",""
"2010","DE8","Thousand","Employed persons","Total - all NACE activities","1,100,615",""
"2010","DE80","Thousand","Employed persons","Total - all NACE activities","1,100,615",""
"2010","DE9","Thousand","Employed persons","Total - all NACE activities","5,121,466",""
"2010","DE91","Thousand","Employed persons","Total - all NACE activities","1,055,416",""
"2010","DE92","Thousand","Employed persons","Total - all NACE activities","1,445,082",""
"2010","DE93","Thousand","Employed persons","Total - all NACE activities","947,467",""
"2010","DE94","Thousand","Employed persons","Total - all NACE activities","1,673,501",""
"2010","DEA","Thousand","Employed persons","Total - all NACE activities","11,871,849",""
"2010","DEA1","Thousand","Employed persons","Total - all NACE activities","3,566,872",""
"2010","DEA2","Thousand","Employed persons","Total - all NACE activities","2,973,178",""
"2010","DEA3","Thousand","Employed persons","Total - all NACE activities","1,598,513",""
"2010","DEA4","Thousand","Employed persons","Total - all NACE activities","1,391,831",""
"2010","DEA5","Thousand","Employed persons","Total - all NACE activities","2,341,456",""
"2010","DEB","Thousand","Employed persons","Total - all NACE activities","2,589,386",""
"2010","DEB1","Thousand","Employed persons","Total - all NACE activities","959,480",""
"2010","DEB2","Thousand","Employed persons","Total - all NACE activities","339,739",""
"2010","DEB3","Thousand","Employed persons","Total - all NACE activities","1,290,167",""
"2010","DEC","Thousand","Employed persons","Total - all NACE activities","698,850",""
"2010","DEC0","Thousand","Employed persons","Total - all NACE activities","698,850",""
"2010","DED","Thousand","Employed persons","Total - all NACE activities","2,873,697",""
"2010","DED2","Thousand","Employed persons","Total - all NACE activities","1,121,176",""
"2010","DED4","Thousand","Employed persons","Total - all NACE activities","1,044,954",""
"2010","DED5","Thousand","Employed persons","Total - all NACE activities","707,567",""
"2010","DEE","Thousand","Employed persons","Total - all NACE activities","1,504,006",""
"2010","DEE0","Thousand","Employed persons","Total - all NACE activities","1,504,006",""
"2010","DEF","Thousand","Employed persons","Total - all NACE activities","1,807,193",""
"2010","DEF0","Thousand","Employed persons","Total - all NACE activities","1,807,193",""
"2010","DEG","Thousand","Employed persons","Total - all NACE activities","1,548,807",""
"2010","DEG0","Thousand","Employed persons","Total - all NACE activities","1,548,807",""
"2010","EE","Thousand","Employed persons","Total - all NACE activities","1,027,524.1",""
"2010","EE0","Thousand","Employed persons","Total - all NACE activities","1,027,524.1",""
"2010","EE00","Thousand","Employed persons","Total - all NACE activities","1,027,524.1",""
"2010","IE","Thousand","Employed persons","Total - all NACE activities","3,179,466.63",""
"2010","IE0","Thousand","Employed persons","Total - all NACE activities","3,179,466.63",""
"2010","IE04","Thousand","Employed persons","Total - all NACE activities","522,290.16",""
"2010","IE05","Thousand","Employed persons","Total - all NACE activities","1,092,945.04",""
"2010","IE06","Thousand","Employed persons","Total - all NACE activities","1,564,231.43",""
"2010","EL","Thousand","Employed persons","Total - all NACE activities","9,503,049.9",""
"2010","EL5","Thousand","Employed persons","Total - all NACE activities","2,485,835.48",""
"2010","EL51","Thousand","Employed persons","Total - all NACE activities","481,706.77",""
"2010","EL52","Thousand","Employed persons","Total - all NACE activities","1,513,500.05",""
"2010","EL53","Thousand","Employed persons","Total - all NACE activities","207,958.34",""
"2010","EL54","Thousand","Employed persons","Total - all NACE activities","282,670.32",""
"2010","EL6","Thousand","Employed persons","Total - all NACE activities","2,332,784.23",""
"2010","EL61","Thousand","Employed persons","Total - all NACE activities","589,869.52",""
"2010","EL62","Thousand","Employed persons","Total - all NACE activities","182,112.67",""
"2010","EL63","Thousand","Employed persons","Total - all NACE activities","592,791.87",""
"2010","EL64","Thousand","Employed persons","Total - all NACE activities","459,232.91",""
"2010","EL65","Thousand","Employed persons","Total - all NACE activities","508,777.27",""
"2010","EL3","Thousand","Employed persons","Total - all NACE activities","3,641,694.05",""
"2010","EL30","Thousand","Employed persons","Total - all NACE activities","3,641,694.05",""
"2010","EL4","Thousand","Employed persons","Total - all NACE activities","1,042,736.14",""
"2010","EL41","Thousand","Employed persons","Total - all NACE activities","164,061.62",""
"2010","EL42","Thousand","Employed persons","Total - all NACE activities","296,938.01",""
"2010","EL43","Thousand","Employed persons","Total - all NACE activities","581,736.52",""
"2010","ES","Thousand","Employed persons","Total - all NACE activities","33,591,316.7",""
"2010","ES1","Thousand","Employed persons","Total - all NACE activities","3,124,787.4",""
"2010","ES11","Thousand","Employed persons","Total - all NACE activities","1,996,666.3",""
"2010","ES12","Thousand","Employed persons","Total - all NACE activities","725,749.8",""
"2010","ES13","Thousand","Employed persons","Total - all NACE activities","402,371.3",""
"2010","ES2","Thousand","Employed persons","Total - all NACE activities","3,571,753.2",""
"2010","ES21","Thousand","Employed persons","Total - all NACE activities","1,760,129.6",""
"2010","ES22","Thousand","Employed persons","Total - all NACE activities","515,197.2",""
"2010","ES23","Thousand","Employed persons","Total - all NACE activities","239,606.5",""
"2010","ES24","Thousand","Employed persons","Total - all NACE activities","1,056,819.9",""
"2010","ES3","Thousand","Employed persons","Total - all NACE activities","5,506,291",""
"2010","ES30","Thousand","Employed persons","Total - all NACE activities","5,506,291",""
"2010","ES4","Thousand","Employed persons","Total - all NACE activities","3,774,025.1",""
"2010","ES41","Thousand","Employed persons","Total - all NACE activities","1,800,087",""
"2010","ES42","Thousand","Employed persons","Total - all NACE activities","1,322,507",""
"2010","ES43","Thousand","Employed persons","Total - all NACE activities","651,431.1",""
"2010","ES5","Thousand","Employed persons","Total - all NACE activities","10,120,674",""
"2010","ES51","Thousand","Employed persons","Total - all NACE activities","6,010,439.1",""
